Sample,Ax,Ay,Az,Gx,Gy,Gz
0,1358,152,202,663,-1389,1912
1,-5781,-1683,1229,167,1263,1443
2,4131,-5367,-5408,-1385,1347,1886
3,-483,434,3450,-1714,-885,742
4,1147,-3581,6525,-307,1884,-1293
5,2300,6347,-7955,-1714,1066,783
6,7947,2452,3589,193,-849,1577
7,6239,3488,4499,-281,-1176,258
8,-2417,2059,202,-1563,623,1210
9,-4146,4337,7800,1975,-870,1156
10,-6763,-6392,-1607,-824,1951,-355
11,-6899,-1556,5521,-1067,1476,-1089
12,-3837,-216,7436,1169,-1908,1263
13,-2818,-6788,360,1032,-1789,-1575
14,-2822,1261,-2403,-451,-539,-400
15,-4480,767,-7989,525,-1373,115
16,5130,5062,2111,1529,-1687,338
17,-5178,-7263,1225,892,927,-317
18,6072,5604,-7689,1627,-421,932
19,-7530,2006,-7756,430,1945,694
20,-6044,-6749,-4284,1858,846,-536
21,5531,-4638,-1198,704,-1960,587
22,3055,7488,-5709,-1505,-94,1655
23,-7928,-3165,-7630,-1637,1371,-524
24,-467,-3440,7474,-881,-1064,1446
25,-4823,4557,5344,-530,-1446,-868
26,514,449,-4593,1295,-1065,303
27,-3859,5765,-1496,1434,-1249,478
28,5286,2655,699,897,-217,1932
29,3634,-3000,1898,-324,-137,-864
30,-1150,-1776,6430,1194,1761,1958
31,-1080,-1350,-2576,-1384,788,1143
32,210,-4176,4636,-1714,676,-439
33,-5330,4657,-2840,-1836,-411,-1363
34,-5186,7900,-627,1084,-468,-548
35,-1623,-434,1115,1908,111,-862
36,3272,643,4421,-1381,1745,-261
37,-4360,5598,5536,981,1868,820
38,2194,-7270,633,1739,-669,-53
39,2314,-1687,-3213,-289,836,22
40,-5207,-315,7812,-841,-389,-152
41,-1779,6206,-6811,-923,-1419,813
42,7938,-4041,5641,230,913,1776
43,-2314,1644,6684,-1432,621,1072
44,-5539,-5513,-159,-153,-1097,-1506
45,-5524,5878,-1227,940,-1443,-1037
46,-1516,-5992,3105,-1693,346,-1891
47,5272,1570,-5171,-1070,-1945,-907
48,-1863,3446,-6328,-203,1125,1553
49,2897,-1891,3037,806,1579,1786
50,5552,2516,-7806,408,-1343,869
51,-7223,-5545,-3738,-1312,-459,713
52,5099,-2529,7836,31,-1231,788
53,1821,7062,-1055,277,91,48
54,-4044,-6428,684,-697,-1169,115
55,-6515,-5081,3918,525,-1657,-729
56,-7165,6524,-7763,1040,996,-1371
57,-61,4418,7027,-67,-1498,-792
58,3135,672,-3392,3,697,285
59,6580,-4946,2214,1613,-1866,1009
60,7972,-6006,-5226,-975,1799,-889
61,-5214,7447,6446,-638,-659,980
62,-7323,5851,4074,70,-203,1182
63,6936,-7274,-7972,-1173,1991,1078
64,6526,-4542,-2581,113,964,-1809
65,-971,-1746,-5415,-1219,1922,286
66,-5187,973,-6720,-1989,1900,594
67,7914,5565,1615,1843,-22,-642
68,-1197,-6459,4339,-1892,-441,474
69,-2039,184,563,-1071,1264,-1913
70,-1585,-855,4115,247,-501,-1869
71,-1900,3832,3187,53,-141,-1912
72,4800,-7937,-4851,-205,819,724
73,4874,-2245,5325,-1707,233,265
74,1011,4380,-7910,132,-365,-556
75,-7175,2002,-7540,-693,-725,24
76,5491,3232,-6784,1534,-629,-129
77,-3499,5035,6847,1074,-758,443
78,5324,3303,6536,-736,-1132,1686
79,2194,5305,-6989,1527,-1710,1773
80,-5334,7858,-1484,1066,-185,1036
81,5486,-6713,-6824,1771,384,-1957
82,-3335,5454,-5664,-98,-607,204
83,-4849,5407,-4542,1686,1503,-747
84,4471,34,7448,-1870,-858,1106
85,2435,4409,4198,20,594,-68
86,-1691,-6843,-915,344,865,-1576
87,-5716,3958,-110,1939,321,-1062
88,-6134,2911,-4780,1782,1336,-297
89,411,-4584,-5812,-430,-162,781
90,1534,-7449,410,625,24,370
91,-834,-6990,-7363,-378,1643,-1819
92,-7849,-5586,-6301,-1066,1722,165
93,3339,-1372,-7462,-1484,849,-902
94,-2753,-1124,-7167,-1202,-1396,1410
95,-7520,7398,-3683,-1022,-983,-1499
96,418,-5714,249,-799,999,-1891
97,5483,-6173,5222,1606,120,1000
98,2801,-1456,-5417,-204,1711,-1606
99,5118,6512,1052,-1788,-501,653
100,332,-2284,5208,255,-1406,-152
101,7703,7011,-1603,350,1279,-1484
102,2893,5866,1450,622,-1388,926
103,-3169,-2221,4853,-963,428,-1422
104,-2194,-459,-5055,1834,327,-1192
105,7624,7400,5150,-1485,1354,1854
106,-1082,7610,1176,1661,-1268,163
107,-7247,-3433,4609,540,-1040,-842
108,4914,-7535,-1581,1562,379,-823
109,-1879,7544,5924,-1909,100,1509
110,5011,-3946,2503,-1043,324,674
111,5829,7264,3242,1233,-1062,-984
112,7570,-4534,-7772,-78,-610,-650
113,-3286,-5078,-4782,203,-788,236
114,3568,2454,-5088,267,-146,-503
115,-1884,3341,7120,-1941,1599,-603
116,-6453,5254,-3914,-1411,-564,-1596
117,6572,6931,6859,1742,295,1882
118,-4734,565,-3916,191,1541,1810
119,-1140,-827,-4832,-16,1932,1104
120,-2719,2994,-6585,38,-1943,622
121,471,-7255,5530,1775,1393,-219
122,-3975,6146,-4258,-751,-1240,1220
123,-6430,-2881,7576,-46,1279,-1359
124,2653,-2444,3077,1534,-245,916
125,-3740,154,-2580,-474,-1382,790
126,1198,2102,-6508,-159,-577,-1921
127,-703,-6080,7541,-559,832,-1252
128,3842,7833,-7941,-210,-2000,861
129,-7649,-1307,-2697,1209,-401,-967
130,-447,-6300,5613,1758,1917,-121
131,6023,615,5559,-508,1139,-781
132,-3020,52,-6462,-1613,-1081,1405
133,-7872,3695,-348,-1553,-1766,1537
134,-3971,-373,4017,299,-1182,-1597
135,5774,-5320,3006,11,-77,795
136,7005,4346,-438,-348,635,-114
137,3199,4262,-3207,1572,136,-1826
138,-4810,-6428,-1067,-186,-711,-1493
139,7243,15,562,1825,-735,953
140,4810,-4660,2217,1650,-1358,1436
141,3599,1796,778,1420,324,816
142,-622,-3344,-5176,-1338,-776,606
143,-4130,4031,3032,-1396,-392,-531
144,-1505,6930,-4085,1974,174,1318
145,-6499,1907,-4937,1625,-1391,-662
146,-225,5081,-3601,902,-1937,-1421
147,640,-6684,5898,295,338,-712
148,-5670,-5037,-6733,-1917,-90,-1962
149,-6406,-1715,5525,-1966,-1713,453
150,1025,-5246,6117,1838,-1939,152
151,5341,-344,-5868,32,-520,324
152,4558,-5374,-5312,-222,659,472
153,4454,-7494,-1541,1130,1657,-1376
154,1894,-2236,-5504,-673,1750,-1387
155,-1533,-6881,1542,1940,1284,-1102
156,5832,5333,5556,-447,1295,-406
157,-4538,-3594,-5770,165,493,1732
158,4659,1748,-3029,1236,-1614,-1502
159,5729,1784,6219,-1416,1333,458
160,7464,-3083,-4500,-1867,-1875,-712
161,-5992,-1917,3019,-443,-1323,860
162,-7769,-4073,-2733,563,1791,-1655
163,-4355,1432,1599,1508,1237,1497
164,3290,-4882,-6931,1135,237,-54
165,364,5998,1503,1986,-50,-1999
166,6793,6305,-926,-1884,-700,-455
167,5541,6239,3865,-1473,693,-1821
168,-3078,6623,3024,-782,1667,569
169,-7119,-2741,-405,-1766,-1546,-1402
170,3574,4953,7501,429,401,1448
171,-4404,2998,-2893,-1107,1400,1890
172,-2894,7280,2123,1728,-1508,955
173,-5558,-2784,4423,-1459,-743,1317
174,-7012,-4535,-2782,1564,-1568,-1826
175,5379,-2018,96,522,-1095,-971
176,380,-3340,2553,527,-26,-982
177,-173,4560,2086,695,985,1749
178,7499,-3772,4633,-1805,1941,1723
179,-2459,6805,-6535,1026,-1404,428
180,3054,-7083,-5946,1397,1181,963
181,-7763,-5486,5379,75,1464,1706
182,-2595,7413,-5460,1341,483,-1131
183,247,689,-7944,-1609,1933,1169
184,-4327,5494,7770,903,-1842,1245
185,306,198,4151,26,565,1710
186,-1842,3575,2728,269,-1987,560
187,-3784,619,947,1213,-1229,139
188,4224,7518,-535,-177,-588,-984
189,-5380,1942,7394,-1313,1720,1436
190,7752,-3531,606,-1532,-810,-895
191,-4455,146,-1693,1921,-599,-833
192,5667,-4074,-26,1840,1724,1701
193,4372,6944,7519,307,1747,515
194,1012,1550,-7000,-1464,1910,527
195,-1796,-2649,-4689,-243,-647,-1557
196,-7934,1559,1996,-834,1837,-375
197,2446,-4817,-6710,171,197,1022
198,-1597,-3205,7520,-882,-398,-1344
199,3756,6765,-646,1682,511,1590
200,5591,6505,-2335,1263,-288,-1134
201,-7333,2426,-3571,-1352,144,-171
202,-1557,-5875,-2540,-33,-1306,-1524
203,-5329,2177,6777,1451,317,209
204,1133,-7852,5828,344,-1155,-755
205,383,6223,-6077,489,-111,1793
206,5740,2788,6269,1792,-1574,-1595
207,377,-6141,1877,-1916,1828,-649
208,-4398,-720,4475,1018,-1786,541
209,-5035,-2447,3062,1134,-257,398
210,5109,-1545,6553,-567,14,1619
211,-5185,6420,1815,-1989,-1733,1750
212,4534,-5471,-2558,-1865,1878,1955
213,-5788,-2617,-475,-1730,-473,-1752
214,4636,-1059,-6518,-110,-1716,1782
215,-5330,1555,-1494,1552,344,-1734
216,-76,-3149,-815,-493,1501,1197
217,-2605,-5734,64,979,1178,1952
218,5607,-7216,-702,-1203,1117,1179
219,-2718,-7420,-5957,1418,-394,923
220,-416,2703,-3112,-520,254,-360
221,-193,5745,7520,-172,-1751,689
222,4055,-497,3002,-1776,1840,-76
223,-2825,-1859,-6012,-1233,729,746
224,84,-7897,624,450,704,-1809
225,-646,-7286,-6441,853,-1378,-633
226,4829,-5057,-4123,-83,-337,-801
227,-585,-418,6507,167,1740,-1845
228,3105,2979,7847,-414,425,-917
229,-1474,-1156,6883,869,-1598,73
230,-447,-3161,-459,960,-244,1936
231,6057,3402,6688,-953,217,-1445
232,-3530,-273,1242,868,385,-790
233,3168,-5372,-6031,-204,-1892,449
234,-3640,-3432,-7438,-1062,-1952,7
235,-5518,-990,-6997,752,74,594
236,-6269,-7422,6382,-373,-1585,-244
237,-6224,5857,-4431,1221,-136,-1388
238,2241,1699,6565,679,981,1049
239,6117,-4957,-2392,145,-1587,-1736
240,2775,7998,-5985,996,-749,-1641
241,-3016,1182,-3219,-1667,364,-379
