Sample,Ax,Ay,Az,Gx,Gy,Gz
0,-2767,6158,2434,-794,761,-1499
1,988,-1660,7966,729,218,-1161
2,-5398,4220,4924,-451,-1185,300
3,16,5809,-6348,612,-1693,1548
4,-2749,6387,3725,-1559,528,-149
5,-315,518,754,-821,57,439
6,7848,-5771,-2021,-1690,-545,621
7,-7375,6943,2968,-1194,1718,38
8,3954,3624,1312,-296,1901,813
9,-2939,3989,953,-1865,-1447,214
10,3808,3731,-4821,1088,-1707,-104
11,4917,-6631,-7320,-1524,1064,-1169
12,-7126,-5587,-1822,1920,1598,1994
13,6795,-1794,6879,-103,-932,-28
14,-5739,2599,-1781,-1287,-35,1278
15,3957,2977,-2400,318,-1634,-939
16,-5586,15,4363,-944,-1910,626
17,-6826,-3832,-5654,1248,907,1080
18,-6403,-3223,-5359,-971,1681,-154
19,-4733,-5177,-4817,-312,1085,-725
20,71,-5808,3033,540,1314,-1979
21,-4042,-1539,5907,-1091,441,1142
22,7608,-4133,7170,1616,-369,57
23,6647,-4355,-5084,-1295,1958,577
24,1285,6623,1551,592,1206,-1598
25,2098,-765,-1486,-928,-1285,-1739
26,3871,5597,-2257,-905,-346,-1061
27,3794,6367,-7224,-1475,1439,-1247
28,-2748,-4903,6533,-45,540,242
29,7808,6304,-90,-758,-1114,-731
30,-7699,7574,4127,-587,1932,540
31,2486,-4607,7153,-1519,-622,116
32,-5099,-6196,2029,1150,1679,1666
33,4416,-7179,1389,932,-1970,1305
34,7853,2964,-6561,-45,-678,558
35,-6605,-1688,-6156,-1943,-527,-334
36,-3248,2696,-119,1755,1704,-1138
37,-6655,3594,-1603,98,-1312,1945
38,1757,3750,5658,-996,1744,174
39,5090,148,-3210,-170,-242,-1981
40,6900,3742,1855,964,-1151,-597
41,5756,7507,-5676,-585,54,-86
42,3247,4516,42,-398,-726,110
43,3249,4213,2561,1403,-1480,-477
44,7058,-1970,-6891,1990,-1235,-1454
45,-6780,-7979,-303,-630,1993,-869
46,2488,7033,4197,1418,-359,1449
47,-6240,128,5716,-1451,-622,-205
48,206,4774,-3204,-1210,-1245,1768
49,7798,1373,4564,-1473,519,41
50,1517,4665,-6411,-1943,611,1370
51,-3715,-6705,-1973,1484,855,1908
52,2533,-306,7731,1675,-472,208
53,7060,1618,937,-5,-1130,1671
54,-5439,4011,4927,-992,974,1840
55,-6272,184,6292,-876,-211,1175
56,-625,1123,-2734,616,-1715,-1586
57,3215,-5242,-4587,1288,-821,1766
58,1606,-15,-368,1318,1001,1039
59,-1988,5120,-3656,-747,-1018,-1107
60,-6563,-3548,6974,-1211,585,894
61,1652,-2969,1263,1215,1143,435
62,4331,-7583,-2244,275,-1647,1881
63,6022,7143,3457,24,589,-490
64,-6577,-2700,5776,19,1417,379
65,-2440,-6702,2871,1733,-273,1632
66,-5557,-4565,1403,-475,1907,570
67,5359,1634,-531,-1599,-1988,1197
68,-1217,1818,4552,1286,-853,-960
69,5438,7441,-7684,-1711,-912,1630
70,-6793,-4575,-935,23,-1520,-1894
71,6780,5035,1857,-1908,-1561,-851
72,-5252,-1804,-3138,433,1302,818
73,527,-5343,-5174,-436,-1500,441
74,7259,6200,5757,1917,-1062,-746
75,6481,6949,-6842,1059,-1551,305
76,-4485,-4928,2994,1264,691,-347
77,-4428,6291,-5192,-102,1740,-1386
78,-1975,-5683,-3329,-840,-217,-620
79,5361,747,-4711,-1091,-1075,1368
80,-6232,-147,-906,-157,-311,506
81,5361,-2619,-4164,294,660,189
82,4774,6167,-2019,-1866,1352,-1061
83,3870,5622,809,-1285,1990,-1337
84,5575,-6258,-1910,-565,91,71
85,614,2698,-3540,-1427,1299,1874
86,-4215,4239,7355,551,-1687,-1795
87,1040,6418,5811,-854,-1962,-736
88,6729,-5827,2717,455,1054,-920
89,-7423,2203,3115,-242,-1842,1107
90,-2885,-2080,-774,686,-1933,156
91,62,7593,5370,688,1115,1330
92,-3621,2572,590,1302,1848,-908
93,-3669,5654,7932,744,1688,-1063
94,-4217,6333,-7050,1326,-775,420
95,648,6835,-7363,477,91,-664
96,7299,-1251,2165,991,-1572,1146
97,360,7585,6146,910,-1877,252
98,6758,-7784,1398,220,-992,131
99,5360,1073,3848,87,-1962,1222
100,1074,729,-125,-969,1857,-992
101,5892,-6855,-7733,1387,-1272,233
102,257,7904,3388,-758,798,302
103,69,3509,-4804,1094,1854,1443
104,3543,-3778,3369,1763,709,721
105,110,6813,-7419,-1504,-1472,297
106,-7762,7661,-4449,1558,-26,655
107,4844,-2172,3437,-1051,237,-859
108,-4732,7313,-6581,-1956,-1756,1143
109,-7219,-5222,6729,-1708,968,-1515
110,2378,3158,-6989,1581,-1056,958
111,1343,-1059,-7748,1834,-1729,942
112,7630,-5116,557,-1188,1967,-1588
113,-4199,-6030,-2942,-622,-388,733
114,-4797,-1815,5719,-1860,530,-940
115,-5359,6298,-241,-164,1566,972
116,-4047,-766,-7175,480,1187,-967
117,1044,6671,5043,-68,-1455,-1315
118,6164,3573,-7268,754,-1375,-1313
119,-6273,3199,-2177,-1519,267,911
120,-4294,-7311,135,-720,-828,-1828
121,-7872,2404,-4211,-784,-1742,890
122,-1588,774,852,-1629,885,1375
123,1446,4220,6109,-1900,-1601,396
124,-359,1041,-4390,1074,138,552
125,3096,862,4474,173,1733,1891
126,-3603,-730,3226,1290,1586,-1261
127,4168,-3176,1008,-1024,739,36
128,-1420,1405,-5073,1297,-1997,-811
129,45,-7117,3922,437,-750,233
130,68,-413,2061,-119,-548,-469
131,7185,-556,-4616,-532,-153,-868
132,-3979,7769,-6819,912,-669,-1413
133,3965,-275,6579,1556,-465,656
134,-5915,-5573,-6323,-382,1877,479
135,3902,3391,3855,-1122,-1219,-718
136,7853,4143,-3683,199,457,698
137,1931,-6234,6685,465,184,1855
138,6444,-5458,-1658,1407,434,-1483
139,-7554,-2701,5148,-1527,-1193,672
140,5588,-5207,1928,-9,1936,-1118
141,-4275,-356,2439,-39,804,1476
142,4295,5100,6384,-1126,-735,764
143,7884,-6849,5566,-214,765,-975
144,4194,5299,5429,1574,290,409
145,-2945,-5161,4080,1255,-1456,-141
146,816,3849,-6018,-907,405,-1101
147,-6880,6710,1502,1427,1616,1965
148,-2546,-788,-78,1474,1481,-1514
149,-4151,4516,-653,-1915,1822,-1515
150,5448,-282,3617,-1025,-1036,-72
