Sample,Ax,Ay,Az,Gx,Gy,Gz
0,-2162,-5211,3649,1732,453,-1651
1,-4875,-3019,6777,-692,-1981,235
2,3851,-2874,-4896,-1130,1348,1748
3,99,6732,-7147,-1948,-1488,-1783
4,-2810,1979,5046,1937,1104,-548
5,-5998,7852,-5761,-1653,168,-1816
6,7710,-2264,-2046,-1392,-1085,-174
7,-6352,-666,4970,-1469,-848,1586
8,1449,-6507,7036,587,-1927,-1304
9,3025,1248,7816,1255,592,-1024
10,-7192,-1022,-7310,0,70,1481
11,-1132,6350,-46,-1917,1536,-1639
12,-5648,-7805,6692,676,-1365,1144
13,439,3689,5388,1263,1467,1976
14,-6649,2795,6200,-1157,426,-1605
15,7184,4873,-2915,1625,-318,1339
16,6243,6116,-868,-225,390,1099
17,4911,-1307,-1604,795,304,-444
18,679,2970,-1653,-5,-1089,-1792
19,3919,-4688,6981,-1586,-350,472
20,6135,7244,-4333,-723,-1133,791
21,-4565,-3312,-3084,1948,-1028,-247
22,-5896,-3833,-3949,-514,1597,1790
23,-7827,-7322,1845,1688,-1060,109
24,-6420,-4746,353,1949,-409,1523
25,-1379,2198,-1407,-1362,1065,1840
26,-5686,6328,2535,-160,1042,1993
27,455,-5533,-1840,-1997,-915,-299
28,4058,-5376,5382,1911,1495,292
29,-5195,7336,-7304,-1021,-1359,1391
30,7714,-3482,-6317,244,-798,-1546
31,3542,1706,7256,985,-197,-1147
32,-3841,5554,-1214,436,268,-1647
33,-5923,778,2044,174,1554,644
34,-5481,261,1435,1222,1432,479
35,7215,-340,4840,-1461,-1,-956
36,1911,64,-2191,877,183,1785
37,2213,-1551,5165,-1492,-526,368
38,-910,4990,4627,-1887,945,1053
39,-6028,5824,2787,-330,-158,-1886
40,-6806,-983,3949,1133,906,1788
41,3876,1754,-3123,-1,-1025,-164
42,-599,4324,-202,1287,-106,451
43,-4581,4956,6817,1838,-1494,-1699
44,-4643,-802,-914,1881,280,-735
45,-5599,-6940,-3609,-920,1740,-1245
46,7562,2410,1585,-1439,13,-1580
47,7395,1083,-5451,1349,-806,-195
48,-7743,-7329,-5239,-211,12,720
49,-3497,-3593,-184,-62,-801,871
50,5717,6364,6560,898,1650,-1757
51,-3580,811,321,1771,1530,544
52,6970,-7613,4694,1722,-1966,403
53,-6367,-4323,5707,-1184,111,266
54,-3093,26,-1995,-1693,-1121,-1938
55,-5013,4486,-6064,1112,-1174,-1930
56,6159,-7629,4250,681,412,-1395
57,-6529,5212,4185,-1665,17,-1850
58,2101,6267,1733,-1201,1922,1272
59,6933,-5236,230,-1600,-588,-462
60,5055,-4230,1167,1297,1458,153
61,-618,-1761,-1727,-1374,-622,331
62,-566,-4470,6234,-1581,-1789,-1201
63,161,-2442,2603,-1521,663,-1453
64,-5098,5659,6770,-46,-1274,-1950
65,3932,6512,-5249,-1291,-505,1169
66,2067,-2226,7031,-622,526,681
67,-1917,-2158,4454,1308,1378,-1658
68,1392,-4225,-6132,1573,-227,-1333
69,-7034,-1465,3089,-1171,418,-421
70,4180,-6404,-5341,-1330,388,861
71,-4748,-5013,3803,391,-1895,969
72,6225,407,7374,213,1046,-1694
73,1367,2244,4649,1324,430,775
74,-6947,-4365,-7201,137,470,-655
75,-52,-6519,-3451,-921,1029,-673
76,4929,-1610,-7358,910,1193,-227
77,4435,4673,2267,-754,294,1070
78,-7108,-7707,-6958,-1409,-1629,241
79,-6894,4036,-4300,957,1888,-1350
80,-6651,-74,308,1337,1628,543
81,1357,-3911,-2803,814,355,-1628
82,-1310,1878,2401,-368,630,-1517
83,7665,4250,-3929,-1210,-1277,1450
84,-6890,5956,7302,-865,1955,1225
85,5995,-1531,-4628,-1373,846,-1159
86,-4786,-7880,-2867,-91,-1374,-1519
87,3438,2428,2634,1006,1721,-750
88,6450,-5304,-392,-1083,-1662,1856
89,-3423,4490,5042,-1944,608,1563
90,3806,3407,3713,1909,-1761,-431
91,2506,-3652,184,-1860,-1244,1951
92,-7222,-4265,-2739,-1310,-834,49
93,1335,-761,-4088,-1077,-1595,293
94,6758,-3696,-5589,-1463,-1452,471
95,6086,-1642,4827,1527,429,1737
96,-4701,-3059,2776,-4,-674,-1109
97,-2820,3653,6284,-1799,904,517
98,5835,-7638,3657,1569,1477,-1004
99,-3508,-496,6002,1523,-372,803
100,-2368,5964,-7560,1777,1383,-44
101,3961,-112,-2864,690,1244,314
102,7232,2080,-4779,-1798,-1588,-258
103,-3236,3111,-5606,1449,-1820,-1862
104,6061,3608,-6014,-278,154,-1452
105,2102,2118,2756,-1689,-652,173
106,1220,5609,2199,-37,-656,660
107,4586,-7230,-2889,1626,1037,1452
108,-7092,-3668,-7044,-1671,-598,103
109,-5240,-2545,-3993,116,-1778,508
110,2489,6281,5481,-837,759,-57
111,2092,1994,6185,1338,-1666,-170
112,906,-6294,5083,532,800,186
113,-6613,-3869,-3297,605,1271,-189
114,7088,-1441,-560,614,-975,25
115,-6768,-3902,4480,-47,-1184,-277
116,5495,5440,-3331,-869,-1825,776
117,2384,-1643,-3076,47,-389,-1639
118,4599,7831,621,72,-727,-757
119,7880,-5556,-4173,563,1798,730
120,-5027,-7907,-4064,-570,281,646
121,7953,-2423,2182,-431,1249,-486
122,-4106,6189,-6391,1920,1372,384
123,3691,-7513,6931,85,-466,1768
124,7642,-57,3811,1724,-1675,1636
125,-1288,-7806,-2343,-1000,37,1474
126,4213,-7687,5436,-851,-1224,1566
127,2082,-797,-7038,805,-945,11
128,2338,-4439,-6883,-1847,1477,924
129,-4656,-5605,4432,562,-1954,-187
130,2736,-2341,7714,-1387,1799,-1987
