Sample,Ax,Ay,Az,Gx,Gy,Gz
0,1992,6946,-3567,1297,-393,1058
1,-231,2395,2678,1014,-1543,-1409
2,-4936,-2595,7654,110,903,186
3,-2228,1540,3220,333,-836,1156
4,-3489,-5189,5374,1467,-1336,1080
5,-7180,4277,5465,1998,-702,14
6,-5949,5484,-56,573,736,-943
7,-849,7032,3956,28,-1115,-1230
8,6811,-3854,5296,-1904,175,1343
9,-1901,-116,6333,1342,1406,-1481
10,1170,-3664,4523,-166,1181,-1159
11,-2106,-5754,7049,-1423,-164,-1399
12,6937,-2536,4166,467,1777,803
13,1416,-3988,4549,-64,1764,556
14,-3727,3046,4175,-1979,-1664,499
15,645,606,-4898,-1556,693,-1998
16,-6497,4436,-3180,-524,383,-1106
17,-286,-4501,3027,-952,-516,1995
18,3252,959,-6630,1739,-1911,949
19,3773,-4980,1149,61,-916,-690
20,2246,-136,2882,-365,630,1265
21,-4243,5574,2288,1846,-973,144
22,7299,347,1408,1333,1101,-812
23,3847,7457,3761,955,1100,-1903
24,-6491,-6455,-2026,1294,-840,108
25,1876,-6397,4956,-437,-1565,183
26,-445,6170,7330,-603,186,486
27,2174,31,7209,-567,-44,1076
28,-625,-5156,7108,1049,412,-928
29,2702,4249,2692,-132,629,-1570
30,-4419,3559,4843,-1635,50,1535
31,-7430,-7367,6221,1289,903,-1465
32,2165,5170,3966,-1269,254,-763
33,313,-7239,-4701,725,1763,287
34,-634,5145,1253,1292,1494,1585
35,3695,3219,-7608,1433,839,-1534
36,6194,5825,5644,1788,340,1741
37,-366,1481,4416,1341,-221,-1565
38,7877,1797,-7403,-876,-923,438
39,7299,570,-87,-34,-110,-510
40,6252,3488,4389,-1268,1773,-581
41,-4490,-4970,-6748,-1839,-1095,393
42,-7244,7661,-765,1744,432,-771
43,-2575,1374,-2934,640,733,-295
44,-7803,3673,5632,-718,67,1326
45,-4673,-712,3781,-919,614,-1256
46,-2388,-3946,-3263,-149,-1208,-467
47,-5401,-83,-3774,455,-171,296
48,4788,-2392,-170,1010,-630,-723
49,940,924,-2298,-1600,1687,1983
50,5276,5260,-4626,-910,1622,249
51,5057,2001,5428,-1442,1163,-1831
52,-5625,6561,-6288,638,1217,-1310
53,2091,-597,4726,1964,-1504,-176
54,619,-7760,-6480,-1290,203,-12
55,5726,-1657,681,993,-1435,159
56,2304,4884,-6514,-676,1989,-1604
57,7082,6678,-4354,1510,-1117,751
58,5469,5186,-2686,-1138,-1351,-1639
59,-5081,3488,-3270,-1019,-1993,-541
60,-7583,6501,-1650,-610,-746,-86
61,-3497,5126,4095,-811,1593,-1288
62,-6234,1940,-4343,1854,12,369
63,-4084,5963,1083,1720,-1826,516
64,-6731,271,5803,-240,1691,-525
65,-5834,6225,-5491,1335,-1230,-1898
66,-1117,748,5957,538,-840,31
67,-6043,-4061,5191,477,564,-1805
68,-4637,-3932,5252,-292,503,-1503
69,5131,6551,-3520,1927,1017,-1633
70,4713,3851,2025,-269,-19,-453
71,5333,5734,596,980,810,1608
72,-7857,2451,1244,-1802,991,-1054
73,-1281,-214,176,1629,-958,-1120
74,4516,7820,2498,920,662,-1252
75,7883,6712,4950,-1484,1288,-1691
76,4149,4067,5477,-1129,387,-452
77,-6968,-1942,-4260,1785,-1585,985
78,5198,579,750,1728,851,1319
79,2568,6240,436,607,-1143,32
80,1045,-6434,5340,-143,126,-525
81,-5390,-4811,7770,-946,-1709,1718
82,-513,3151,-1335,-1300,641,1514
83,-4368,4817,-5631,1149,-1359,-592
84,-5693,-2857,6109,-1231,-430,-1497
85,6950,1063,2285,1450,1674,-1797
86,2880,4445,-5646,1477,-921,318
87,1916,-433,-6172,890,1058,-1754
88,-1578,-5269,-7419,291,820,-672
89,-7965,-2364,-5815,332,-846,471
90,5532,6826,-1611,-151,-284,-1532
91,6258,-3182,7508,-1684,514,-572
92,-6235,6515,-4752,1912,269,1469
93,-3696,155,5048,-401,-1891,-1113
94,-7904,-2249,-383,765,727,-746
95,2795,7342,4208,1633,1493,1218
96,-940,-4821,7020,-1921,-1198,1961
97,-199,-7965,6800,1339,-688,548
98,-4994,-5953,-4391,773,-948,-576
99,-7645,-4946,-4636,235,-262,-828
100,-7608,1383,-5404,-1343,-1455,1080
101,-4634,6967,-7408,1783,1678,1525
102,5303,7284,-3966,-1371,-1206,-1949
103,5471,-7623,-3849,-1105,-977,-1185
104,-5209,-6344,6420,-1011,662,-1947
105,-2483,7213,-1657,351,1130,360
106,3188,3256,4759,-788,-358,-1653
107,6533,-1163,-6498,-847,1560,836
108,3951,7543,-2984,-1449,1889,388
109,1453,5119,-1668,425,131,-312
110,5217,165,-5705,602,-249,391
111,-4974,2008,-3039,-1546,1229,1461
112,-4823,-7869,353,1413,-427,1888
113,-7812,3706,2478,1914,-370,-1194
114,-7049,2177,2886,1089,388,-890
115,-2628,-4919,-721,107,-743,-1390
116,7711,1013,-1175,1783,1419,1762
117,4104,154,-5591,34,-976,815
118,5459,-5043,215,-1252,-1705,-494
119,-316,7878,-3448,-508,1876,-1746
120,5277,-1983,1681,-1442,1801,-1313
121,4314,-3886,-3236,-1202,1757,-1105
122,-756,6052,-2293,-1814,-1656,1045
123,5366,-1426,2743,1152,-763,-1896
124,-1078,-3,-301,-1337,-1828,-1862
125,3527,-3703,-7433,1233,-74,1183
126,7235,-762,-4563,-1427,1105,605
127,7628,5779,5966,-271,-1950,-221
128,-675,6815,-3162,1716,611,-1102
129,1330,5036,-824,-1878,-558,1145
130,-771,2398,-3488,-1089,927,-1256
131,3265,-339,7262,106,29,-389
132,-4738,3194,-4533,761,289,-1777
133,6851,-4947,3401,873,860,-1078
134,7862,7091,-4648,416,-495,386
135,-346,-3528,5431,-1889,-1947,1920
136,-3381,1834,-244,-74,-5,-1521
137,-6389,439,602,-1004,914,1849
138,7717,-260,-4651,-369,1233,-1420
139,-6995,4389,1460,-130,1214,1979
140,5394,4794,5336,1797,-1779,-1614
141,-4812,-668,-107,1589,-742,-801
142,-686,1802,838,-866,368,1143
143,-5964,2792,6381,-1039,-1060,289
144,-4998,3074,1373,387,-645,-590
145,-5417,-498,2552,-1972,-1417,1281
146,4703,-1430,-7899,-918,-1834,915
147,3003,3303,3688,-359,-1436,1460
148,3432,-3358,735,1951,-1437,-1746
149,7947,-1277,-468,1385,-832,-439
150,-5110,-3256,3180,-1891,85,-910
151,7777,-4139,2622,-1280,-30,36
152,1085,-4909,5223,454,1726,1538
153,-5114,737,-7989,1366,-856,-1110
154,-5551,-6311,-7679,525,1018,1108
155,-2687,-102,-4298,-1398,-1498,-33
156,-6640,5328,-1484,-488,-1890,-432
157,405,-4003,-284,-42,1258,1103
158,-2466,2342,1091,-942,-266,1480
159,-4910,-3154,4937,1324,-849,769
160,5753,6788,-2216,-1844,-9,-1792
161,402,-7571,423,-244,-1517,-1455
162,-1595,-7358,3480,1222,1103,964
163,-3329,-5148,3268,-1922,591,1790
164,-1794,-4811,7305,648,-281,230
165,1536,-1869,372,-1067,-1073,1167
166,6883,-1240,-5138,-784,-1462,-439
167,-5041,-582,6086,1966,-838,-1567
168,-1661,7330,-118,-577,-1210,-656
169,4099,7043,-4028,487,1355,557
170,6400,-7393,-2847,-1677,-1086,270
171,-1164,-2809,-5283,-643,990,584
172,6540,-7512,-7090,520,-266,455
173,6445,7250,-6216,-1293,-164,426
174,-5323,-6337,3660,-1618,1941,317
175,-5141,5880,-2249,-964,1943,-893
176,-5584,7593,1382,-1185,-1997,541
177,5991,-2,-1996,838,-1549,-922
178,1784,-5797,3081,185,-1835,-118
179,-400,-6896,4364,1583,-51,667
180,422,3531,6791,-733,-661,1462
181,-1802,1991,-6417,1995,440,-652
182,123,5976,2150,1579,-765,-1953
183,-6561,249,522,1027,1105,1273
184,4909,-2891,-7832,408,141,1224
185,-1111,-155,-5884,-180,1996,-82
186,2341,-764,723,304,1235,1099
187,-5896,911,704,-1787,-1520,593
188,2518,6424,-4679,1936,1391,-270
189,-1027,-7908,-1411,-268,-85,1105
190,5797,-633,3792,-1511,-871,-428
191,3873,-5692,5526,1454,1540,790
192,-4113,-3941,-6882,-1769,-443,1959
193,4000,5945,-3192,-855,654,11
194,5484,-862,-1643,-219,-1365,1094
195,947,4196,-6344,693,-162,525
196,6997,2458,-4106,1622,1291,-646
197,1659,5122,4349,-597,-644,-694
198,878,2565,-4407,666,-1008,1376
