Sample,Ax,Ay,Az,Gx,Gy,Gz
0,3536,-2114,7892,897,1331,-869
1,4761,-6735,4265,-448,-1680,-1576
2,-2564,-4917,-7018,1390,-81,443
3,1588,-316,1961,-200,622,-1452
4,1362,-3877,-7657,-1160,-32,-1401
5,-5210,3792,-4787,874,1711,-572
6,203,-6357,3723,-20,-1299,-346
7,2489,-4864,2610,-1001,-1512,1872
8,-4092,859,2206,296,-1693,1828
9,-2367,638,-7004,220,1488,-642
10,5657,-7952,-6253,-1932,-1072,343
11,3663,-1668,4747,165,-1752,-676
12,2401,538,5952,-1865,-339,1289
13,-3256,2220,2469,1133,-1699,-354
14,78,5969,3483,-770,-1055,563
15,-6152,-7485,-3693,-803,1472,-1390
16,2382,-508,7835,-1724,1781,-1585
17,3132,4609,1155,-1749,-1509,1498
18,6925,4701,7352,998,-786,1319
19,7541,4166,1974,233,203,-1575
20,7058,227,3795,-377,1752,715
21,6934,-4554,3273,-1405,-1053,669
22,-2249,5391,4599,-477,1240,-1245
23,-4386,7254,-533,-1805,143,1815
24,1308,-6157,7138,-1401,-323,391
25,5128,-70,6164,1504,-1979,-643
26,2799,-179,2429,1609,1829,-976
27,-2372,5807,560,1101,-1727,-688
28,97,6077,-6640,-201,-1165,-1913
29,-5253,606,6865,-1404,15,1410
30,6480,1165,-2071,-1648,478,-1041
31,-2104,-5711,2990,-325,-1062,-1535
32,-7441,-5398,5754,216,1525,-23
33,-3649,3684,-2429,1102,715,1235
34,-4154,1169,1954,-1859,396,1057
35,3222,-7289,3180,634,-389,-1798
36,1111,-6856,5708,-945,-884,-1936
37,3259,688,-7882,1522,-872,-1001
38,-1010,-3028,-3461,-1817,1854,471
39,3734,-2076,-4766,-1173,751,-325
40,4508,-1145,-6791,371,-356,-1052
41,-239,7780,-5148,832,-909,195
42,-2481,-7569,1052,1150,-1892,1318
43,-3630,-6807,-5867,1849,-828,1637
44,146,-243,5653,-670,1622,166
45,3217,-5123,-4658,1612,1987,220
