Sample,Ax,Ay,Az,Gx,Gy,Gz
0,4949,7119,-1533,-786,143,611
1,-3588,-995,-7895,-1067,-195,-765
2,6955,-4525,7717,85,-1788,-1442
3,-2422,2675,599,995,1498,176
4,-7305,-7705,4715,1323,-944,525
5,-7287,-291,2113,-93,412,-1508
6,-3496,3786,-7274,-253,-1889,1707
7,-1782,-2946,3093,-1579,-1690,-1562
8,1487,-6349,5276,510,950,216
9,943,4814,-5765,1175,898,-745
10,-695,1630,6706,-1536,-509,-125
11,-103,-6549,-5621,-1053,-353,-1931
12,7652,7647,5634,1848,-1310,-346
13,-4003,-5913,482,1361,938,-1686
14,1999,339,5251,1963,256,-309
15,-7835,6385,3471,1203,-1813,1675
16,5993,-204,-4394,716,1885,813
17,2243,5591,-7728,1611,372,18
18,-4566,2875,6256,-1499,-660,-1512
19,-1154,1811,5796,1822,349,-549
20,3395,-4756,6848,-734,985,748
21,-558,-2187,-7498,-16,1704,-42
22,-985,6842,-4954,853,-1406,113
23,5889,-1718,7489,-1580,1898,1118
24,4960,1925,-6380,-312,-1801,-1032
25,-6393,6449,4614,-789,-857,378
26,7106,1799,4839,-502,-1877,-793
27,-4563,-85,-7881,1548,1639,-1444
28,-2587,-7954,-698,992,1005,360
29,400,-3461,-3233,1404,102,-220
30,6745,3035,7926,298,34,1310
31,-5996,-2804,-2114,1313,-622,-1894
32,-6500,-5419,7702,661,1725,973
33,4017,-1444,-743,1217,1629,-1233
34,230,-5780,-739,-1394,-1332,-475
35,-5790,4401,-6123,526,-22,574
36,-4055,-3455,1547,-1389,-396,1039
37,4993,660,-6746,839,-1866,-762
38,-6257,-6406,5562,639,-65,-1171
39,-1169,-1347,7790,1141,-1327,-763
40,-3001,3305,-7628,603,-1275,705
41,6547,-5792,-279,1039,333,-1557
42,842,-6408,-1871,579,-716,-250
43,-1526,-6020,3077,1856,-652,-1343
44,-4964,-326,6941,1713,-415,792
45,-2101,6545,1992,693,972,-306
46,7511,-5220,3425,1911,-524,311
47,-1383,2017,-3080,-1649,-455,44
48,7911,3282,-5275,-478,-746,1472
49,-1869,-7277,-2057,1673,1928,103
50,-6438,3215,1778,-1709,-1286,400
51,-7475,-6508,-4715,1977,-1263,1280
52,-1583,-3814,-7113,1061,799,516
53,6571,-4243,1584,-508,-1476,-106
54,3166,645,6691,-670,-1905,1355
55,3344,-211,-85,1232,212,629
56,-2561,-137,1566,-1041,1985,-70
57,-4675,814,2853,-949,-411,1011
58,-299,960,-7299,128,-1127,1355
59,-6780,-4217,-2520,-1066,-1820,1992
60,3404,-1066,4963,-1431,-237,-661
61,-3062,-5999,-7613,-215,278,-465
62,6314,-4355,74,-1472,1830,-551
63,4421,-4806,-1400,323,220,-107
64,1962,3036,2039,1090,947,-1343
65,340,1556,-2022,-664,-347,306
66,2139,1429,2554,-529,-198,-554
67,-3263,-5146,-1145,1961,717,-19
68,75,1491,3888,-665,171,-667
69,6329,-4721,2388,-83,-1516,1376
70,-72,1773,7560,-1167,-1694,-849
71,-5008,6694,-5928,-528,-25,70
72,-5421,2377,-3688,-83,1609,-1777
73,3314,5694,4944,-244,1547,-1742
74,6213,7241,-7688,1540,1035,-36
75,-7659,-844,1435,-575,-1193,-1691
76,345,3848,-3244,1037,-1220,-1100
77,-1614,-5568,1673,1194,-888,-846
78,4197,3784,6307,1926,290,-1247
79,-6002,-133,4648,1841,1119,-1784
80,6550,-1085,-474,-731,1339,-46
81,7994,871,-2316,-1322,1817,1268
82,-4330,-6890,4944,723,1891,-1030
83,145,7282,-1017,1591,-1420,1703
84,-2341,3009,-972,-1528,-1825,616
85,45,4810,-7641,1991,-206,-526
86,-4874,-7871,1885,-1773,-1708,-1241
87,836,-597,-2413,-164,-1774,-657
88,-2580,5732,2055,1621,557,-1424
89,6319,-7210,-50,30,1310,-425
90,5379,7705,-7891,607,-1923,1746
91,-3801,-5847,-4326,-1042,-1608,1482
92,-4336,6574,2753,496,-1246,1020
93,-7312,-4596,-3482,1291,1051,-733
94,-3638,2646,5843,-973,-1147,-132
95,-6412,5553,-5187,1655,-1010,104
96,432,14,-1611,187,-1728,58
97,4856,5400,-7669,1003,710,1364
98,-7259,4704,3796,1964,-79,157
99,-4369,-397,-6654,-948,1533,-684
100,6697,1278,-2137,715,-160,375
101,-4341,-58,5755,1433,-1303,649
102,-4731,-2589,-2494,-1458,1514,-1617
103,-3171,5043,-912,-1993,-449,1565
104,3370,-2823,-25,553,399,192
105,6661,292,6343,-208,-1365,1276
106,1932,6254,-7497,1769,-1990,-1115
107,157,-1279,1706,-841,236,-346
108,-7263,-6287,5946,813,-1785,1604
