Sample,Ax,Ay,Az,Gx,Gy,Gz
0,-6735,-2155,3359,-1802,-1741,-1317
1,-6886,5928,-5435,-1870,432,-1603
2,5442,-2405,-4119,551,-1153,1781
3,7276,5652,-3646,-1693,-295,-1154
4,-7324,2145,5356,1864,-1494,-1240
5,-6005,4912,-6679,483,1063,1957
6,730,-1831,-4051,1219,1624,790
7,-741,4284,5047,-1964,957,435
8,6177,2540,-3043,662,-1407,-1735
9,-6456,-6060,-5673,1594,-1192,-247
10,-7735,6203,-1966,1431,48,1360
11,1541,-6383,-948,1265,-1333,-765
12,3783,3083,-7193,1902,1047,1944
13,1892,5072,-654,197,454,-920
14,6803,1227,-4694,-944,798,1652
15,-2796,-3594,-3083,809,1474,401
16,6951,-7963,5065,-1939,219,591
17,-6801,-1843,5298,1681,-1832,-1302
18,925,6179,3849,856,1004,1191
19,-5063,-4376,7549,-343,-496,-752
20,-169,2917,-1003,-1590,-458,-1901
21,5271,-6143,1831,-914,-352,1029
22,-4342,38,7799,-1045,-969,559
23,334,-6293,-2247,-1679,-1216,-1024
24,1887,5612,6565,-325,645,473
25,-3417,6870,7203,-802,1151,248
26,-4188,-1042,5397,-772,1778,-933
27,2465,-5946,7796,-33,-1303,1385
28,5862,-4316,4669,611,-754,-1652
29,4864,-178,-4459,-773,483,1047
30,-7434,756,4267,-1732,360,353
31,-3521,3902,1884,2,-551,-728
32,6749,-5457,-7406,-1304,-680,-613
33,-1418,-6103,5978,759,-215,935
34,-369,-1507,-4642,-1931,67,-1679
35,-3799,-2808,-4282,-782,296,-129
36,-7411,-281,1760,-100,633,-1686
37,-1161,-2544,3286,1399,-366,1794
38,-4523,3123,-2158,-436,1141,632
39,6743,-243,5844,361,704,-642
40,-2527,2333,1053,874,-1099,1499
41,2751,-571,602,685,1288,652
42,-7513,-4027,-3842,-270,1096,-749
43,7770,-5030,-1758,-192,1099,-854
44,69,-3180,-96,338,-1981,451
45,-129,-5074,-2310,1618,178,-9
46,4190,-574,-4160,696,-1141,-1063
47,2146,-7773,-5158,-525,1875,-1143
48,-3200,-442,-1755,-1170,1156,-1287
49,2916,-1963,-3092,1106,1847,469
50,5160,-3844,4511,-91,1103,630
51,-2460,6064,-201,1007,1214,1114
52,1228,363,7123,-375,-1959,1943
53,419,-1981,5486,-559,-927,-1598
54,5082,3058,5698,1324,-444,119
55,-7445,-1409,-315,1888,1814,-153
56,-7153,7040,4602,-1088,-1937,-67
