Sample,Ax,Ay,Az,Gx,Gy,Gz
0,-3454,1589,4225,602,-1709,1710
1,7744,-1787,-5691,-621,-879,-1735
2,2914,1649,1301,-1639,41,-954
3,-887,-3954,-6687,-398,1490,542
4,3882,3105,-3047,-1191,-142,253
5,-4144,534,6154,-1551,145,596
6,651,-804,1586,-1698,684,-1429
7,-4186,-715,-3849,614,-998,1187
8,663,2312,-1706,-1683,-1583,-824
9,-5358,-5011,6697,66,126,-208
10,-5518,-2872,1121,-931,683,1626
11,-7963,1713,1770,-682,1096,-582
12,-2132,2718,-1531,316,-1861,208
13,2282,3293,-5046,-438,-1298,-1731
14,6086,-816,678,-33,1371,1418
15,-1457,1782,-313,990,1645,212
16,229,-5460,2484,1150,1894,395
17,-3910,2944,6953,1488,-1065,-139
18,3563,-1950,3066,-965,-429,-612
19,5465,-7106,179,1625,-1588,1180
20,5371,-2202,-6201,320,1516,1844
21,-4376,-269,1471,-1378,-663,1924
22,6277,-4774,612,676,368,-832
23,-7741,414,-2840,-962,201,-650
24,-238,7540,-6184,655,1727,835
25,-3850,-3907,-7531,-1659,780,738
26,215,-7388,7015,494,-820,165
27,5715,-2870,6367,-378,-641,482
28,-5301,7589,-3730,-738,-1887,-627
29,3155,-205,-4331,234,251,427
30,6598,-3037,-7611,-1244,1458,291
31,4428,-824,-2065,230,1841,860
32,-4111,-3829,-2333,-1474,1144,688
33,6321,-6673,6999,699,1834,-348
34,-5393,-7889,-3211,1229,-779,-1938
35,112,1431,1261,916,844,298
36,2991,7842,4515,-1054,420,-903
37,-1159,-198,-2923,-407,950,-112
38,-1289,3038,688,-1565,933,-1512
39,5909,-692,483,-155,98,546
40,-2031,-6529,2247,1292,1240,-1342
41,2784,6414,5198,-310,-607,785
42,5134,-5628,4224,1869,7,-1274
43,3295,492,2512,929,1700,1235
44,-636,7095,-5384,-1127,-211,-1077
45,3075,-3460,383,-628,144,-1761
46,-1396,3091,3793,1043,-418,933
47,4154,5907,6104,-928,310,-317
48,-4104,-1410,-2127,-837,1390,-722
49,-6167,-2746,-6532,400,551,-647
50,-2316,-6298,-3358,-1318,1080,113
51,2880,-885,-1629,-1211,-169,218
52,-7795,2276,-4193,-390,1614,-1632
53,563,-2771,3812,-52,327,-93
54,40,-2490,1611,1841,-1133,-1150
55,1399,-1273,-2118,1217,-1282,1233
56,-6685,1627,555,1623,1332,-775
57,-5666,-7994,-4946,-17,-1746,-940
58,5481,5107,-7268,-1784,10,362
59,-3945,7156,1219,1861,-1542,-1069
60,3322,909,-312,-782,-1783,657
61,6639,-3808,2947,-1863,1368,124
62,79,-1529,5485,-1352,1210,-300
63,-3749,4553,-351,-395,-117,1284
64,-7578,6529,2974,470,1277,-538
65,1317,2098,6577,918,685,1787
66,5421,987,2531,-1852,-552,-134
67,-4906,-6025,1593,-888,1099,989
68,3014,-2304,-2944,363,1535,-100
69,7981,7495,4987,1815,-1506,-163
70,2708,-3822,5817,-1047,630,886
71,3385,-7952,-6549,-881,-529,-984
72,-2130,-5121,4819,-1785,-1592,-1631
73,-7826,-6157,-632,-1891,-28,-492
74,627,-7591,2996,1485,-689,1800
75,-1632,-5020,-7052,741,1359,748
76,6017,-2070,7464,133,184,-335
