Sample,Ax,Ay,Az,Gx,Gy,Gz
0,7308,-324,6334,1218,-1560,84
1,-202,-2138,1489,-862,1944,297
2,-7810,4302,-4017,102,-730,-880
3,-7810,4302,-4017,102,-730,-880
4,-7810,4302,-4017,102,-730,-880
5,-7810,4302,-4017,102,-730,-880
6,4805,-6275,-616,-21820,4805,-6275
7,4805,-6275,-616,-21820,4805,-6275
8,4805,-6275,-616,-21820,4805,-6275
9,4805,-6275,-616,-316,29797,8307
10,7260,-2204,-3270,-1831,-1083,1850
11,2735,1117,-4713,1628,-1637,-1291
12,-3462,-7927,6234,-1498,730,-346
13,-1133,7384,4167,-1345,-1291,-867
14,-7129,-1476,7379,1023,658,-555
15,3394,-6683,-4359,1986,1416,-1997
16,7218,-2743,7174,-978,254,702
17,-6353,-5944,-3691,-589,-114,-1165
18,1466,-3022,5263,-758,-1216,325
19,1222,5676,652,272,-172,445
20,-5451,3303,-5487,634,701,1711
21,6868,-1643,1817,-1765,894,-903
22,-1444,6449,6078,-798,1301,-225
23,2712,-337,-388,680,-1720,862
24,4256,-1362,973,230,1090,-1588
25,3532,-3267,7784,-1001,582,-57
26,-6275,6404,-7120,-1390,-1729,-1249
27,7844,-5901,4714,-1185,815,176
28,2123,-1820,7532,-584,798,-1531
29,4277,-6236,-6373,-1721,-1318,1667
30,3142,-1630,-3358,-1278,-1181,-1593
31,-1825,-2029,-5745,-1194,247,-1597
32,-773,-3800,3597,1487,-708,852
33,-1165,6459,-4089,-1876,-1038,-80
34,207,3935,-4449,-1766,-767,-571
35,-3241,5473,1917,-394,-1794,-907
36,4949,-7742,4539,162,-1292,636
37,-1610,-5560,2522,752,1229,-1642
38,5074,1671,-4031,-1291,637,1478
39,7844,7746,-4817,291,148,-1236
40,6961,-6099,-7584,140,-781,645
41,5839,7902,-7414,883,-651,-1676
42,-5269,-4732,-4765,212,549,-61
43,6327,6666,-7006,1693,-1207,471
44,5339,-6286,-2451,-1879,-966,1182
45,4139,-4944,66,-201,-843,-1058
46,5174,-3080,-4545,-1997,1909,-586
47,6597,3334,-3943,-817,-1036,-1653
48,7637,-2678,5178,-620,-1827,-1645
49,-5733,-193,-7348,-1887,1750,1651
50,987,-7439,2687,1013,-728,985
51,4834,4991,-7466,-1278,1388,854
52,-7132,4711,7643,1402,-688,443
53,7744,7586,-2658,-1616,1362,-579
54,-7580,816,6844,-256,868,-801
55,-6412,-1316,3158,-596,991,-128
56,-4789,4183,5623,-1615,211,-884
57,78,980,-6398,1116,560,-1224
58,4063,5912,-4230,268,-14,-1270
59,6161,-6733,-1423,-1601,-1474,-1060
60,2927,-7322,6615,-260,-56,-1828
61,-4741,-563,3465,-960,1242,-1777
62,-596,6851,-568,720,645,-1895
63,-5361,-7699,-6047,865,-1500,-234
64,-2221,-2968,6837,754,1303,1152
65,-3134,-3483,-6851,1144,872,1831
66,-2302,-5159,6386,-1576,-60,-1574
67,6576,2634,1034,1050,805,-792
68,5532,-2985,-4980,537,-708,1482
69,1625,-7896,4419,528,122,610
70,4736,4117,-3500,-917,-1050,1488
71,-2746,1387,-6770,900,-176,1919
72,2573,-4810,-4752,-841,-30,1072
73,-4614,-6743,-7974,-1367,183,970
74,-552,-3663,-3524,-1134,254,1265
75,-3003,-4295,6796,-961,-965,248
76,3773,-882,-7389,-228,1267,-970
77,-5011,3582,-1290,1480,-1091,-914
78,4333,-3193,1915,1797,-902,1507
79,-4221,-4164,-6262,-678,-1452,169
80,-6820,-6835,6392,-123,58,-756
81,-1436,-7312,-6566,-266,-1418,-1933
82,237,4270,-631,-576,1294,565
83,-471,-825,-4753,381,-427,78
84,-1768,-5104,7997,905,-1710,1278
85,7059,-5242,3180,-649,1063,1005
86,-1218,5608,-6317,-705,-704,1211
87,7204,-6517,-1007,1102,1693,1336
88,3004,-6617,1324,938,-1573,1656
89,-721,4212,2608,296,-702,-1022
90,5337,-1513,-732,-877,-63,-700
91,7808,1003,3369,57,-707,-845
92,-882,-6700,-206,274,-1226,233
93,-2524,-4574,-2266,-890,-550,1417
94,-6455,-3300,6597,-909,-563,546
95,-6780,3508,-4656,1536,842,-1268
96,1800,-7147,-7298,1247,1738,-342
97,6447,1474,-916,1011,512,-1277
98,1416,-816,-5072,-940,561,-1436
99,-7030,4099,3902,-194,988,1426
100,4471,-3708,-5343,-1042,-1859,1698
101,-2367,-1097,3816,-487,290,-344
102,-3481,-2945,2557,-1360,-1972,917
103,-692,1032,2545,1845,-288,-1421
104,-736,-6637,6473,-82,-1679,-1474
105,-188,7486,5727,476,-1674,1189
106,3242,1283,5493,-742,1520,-1479
107,7866,104,7941,1421,-256,-1871
108,-4511,6194,6598,772,-1317,-47
109,4775,-2659,-3920,-1798,-1390,-1257
