Sample,Ax,Ay,Az,Gx,Gy,Gz
0,7274,319,-2167,-984,1635,235
1,-5359,-6349,-3239,1144,285,1920
2,4032,-3488,-4181,1363,573,1639
3,4032,-3488,-4181,1363,573,1639
4,4032,-3488,-4181,1363,573,1639
5,4032,-3488,-4181,1363,573,1639
6,4032,-3488,-4181,1363,573,1639
7,4032,-3488,-4181,1363,573,1639
8,4032,-3488,-4181,1363,573,1639
9,4032,-3488,-4181,1363,573,1639
10,4032,-3488,-4181,1363,573,1639
11,4032,-3488,-4181,1363,573,1639
12,4032,-3488,-4181,1363,573,1639
13,7260,-2204,-3270,-1831,-1083,1850
14,2735,1117,-4713,1628,-1637,-1291
15,-3462,-7927,6234,-1498,730,-346
16,-1133,7384,4167,-1345,-1291,-867
17,-7129,-1476,7379,1023,658,-555
18,3394,-6683,-4359,1986,1416,-1997
19,7218,-2743,7174,-978,254,702
20,-6353,-5944,-3691,-589,-114,-1165
21,1466,-3022,5263,-758,-1216,325
22,1222,5676,652,272,-172,445
23,-5451,3303,-5487,634,701,1711
24,6868,-1643,1817,-1765,894,-903
25,-1444,6449,6078,-798,1301,-225
26,2712,-337,-388,680,-1720,862
27,4256,-1362,973,230,1090,-1588
28,3532,-3267,7784,-1001,582,-57
29,-6275,6404,-7120,-1390,-1729,-1249
30,7844,-5901,4714,-1185,815,176
31,2123,-1820,7532,-584,798,-1531
32,4277,-6236,-6373,-1721,-1318,1667
33,3142,-1630,-3358,-1278,-1181,-1593
34,-1825,-2029,-5745,-1194,247,-1597
35,-773,-3800,3597,1487,-708,852
36,-1165,6459,-4089,-1876,-1038,-80
37,207,3935,-4449,-1766,-767,-571
38,-3241,5473,1917,-394,-1794,-907
39,4949,-7742,4539,162,-1292,636
40,-1610,-5560,2522,752,1229,-1642
41,5074,1671,-4031,-1291,637,1478
42,7844,7746,-4817,291,148,-1236
43,6961,-6099,-7584,140,-781,645
44,5839,7902,-7414,883,-651,-1676
45,-5269,-4732,-4765,212,549,-61
46,6327,6666,-7006,1693,-1207,471
47,5339,-6286,-2451,-1879,-966,1182
48,4139,-4944,66,-201,-843,-1058
49,5174,-3080,-4545,-1997,1909,-586
50,6597,3334,-3943,-817,-1036,-1653
51,7637,-2678,5178,-620,-1827,-1645
52,-5733,-193,-7348,-1887,1750,1651
53,987,-7439,2687,1013,-728,985
54,4834,4991,-7466,-1278,1388,854
55,-7132,4711,7643,1402,-688,443
56,7744,7586,-2658,-1616,1362,-579
57,-7580,816,6844,-256,868,-801
58,-6412,-1316,3158,-596,991,-128
59,-4789,4183,5623,-1615,211,-884
60,78,980,-6398,1116,560,-1224
61,4063,5912,-4230,268,-14,-1270
62,6161,-6733,-1423,-1601,-1474,-1060
63,2927,-7322,6615,-260,-56,-1828
64,-4741,-563,3465,-960,1242,-1777
65,-596,6851,-568,720,645,-1895
66,-5361,-7699,-6047,865,-1500,-234
67,-2221,-2968,6837,754,1303,1152
68,-3134,-3483,-6851,1144,872,1831
69,-2302,-5159,6386,-1576,-60,-1574
70,6576,2634,1034,1050,805,-792
71,5532,-2985,-4980,537,-708,1482
72,1625,-7896,4419,528,122,610
73,4736,4117,-3500,-917,-1050,1488
74,-2746,1387,-6770,900,-176,1919
75,2573,-4810,-4752,-841,-30,1072
76,-4614,-6743,-7974,-1367,183,970
77,-552,-3663,-3524,-1134,254,1265
78,-3003,-4295,6796,-961,-965,248
79,3773,-882,-7389,-228,1267,-970
80,-5011,3582,-1290,1480,-1091,-914
81,4333,-3193,1915,1797,-902,1507
82,-4221,-4164,-6262,-678,-1452,169
83,-6820,-6835,6392,-123,58,-756
84,-1436,-7312,-6566,-266,-1418,-1933
85,237,4270,-631,-576,1294,565
86,-471,-825,-4753,381,-427,78
87,-1768,-5104,7997,905,-1710,1278
88,7059,-5242,3180,-649,1063,1005
89,-1218,5608,-6317,-705,-704,1211
90,7204,-6517,-1007,1102,1693,1336
91,3004,-6617,1324,938,-1573,1656
92,-721,4212,2608,296,-702,-1022
93,5337,-1513,-732,-877,-63,-700
94,7808,1003,3369,57,-707,-845
95,-882,-6700,-206,274,-1226,233
96,-2524,-4574,-2266,-890,-550,1417
97,-6455,-3300,6597,-909,-563,546
98,-6780,3508,-4656,1536,842,-1268
99,1800,-7147,-7298,1247,1738,-342
100,6447,1474,-916,1011,512,-1277
101,1416,-816,-5072,-940,561,-1436
102,-7030,4099,3902,-194,988,1426
103,4471,-3708,-5343,-1042,-1859,1698
104,-2367,-1097,3816,-487,290,-344
105,-3481,-2945,2557,-1360,-1972,917
106,-692,1032,2545,1845,-288,-1421
107,-736,-6637,6473,-82,-1679,-1474
108,-188,7486,5727,476,-1674,1189
109,3242,1283,5493,-742,1520,-1479
110,7866,104,7941,1421,-256,-1871
111,-4511,6194,6598,772,-1317,-47
112,4775,-2659,-3920,-1798,-1390,-1257
113,-3937,-3959,-41,-802,-957,-462
114,3979,2800,-1713,1860,88,913
115,7175,5925,7153,-534,-887,-1106
116,-6951,-570,167,-1094,363,-364
117,-5941,-1670,3393,1196,-1944,-1686
118,-1514,-6178,-1643,-96,-860,-1399
119,-1984,20,-6237,-971,1114,813
120,-1783,-1870,-237,467,1228,584
121,-2829,-1751,3171,971,-1722,1153
122,-3160,-5012,7009,1692,681,540
123,-794,-6616,-50,1193,1842,-636
124,4576,4461,-2145,501,-715,-1847
125,6303,-7109,4808,-200,227,-978
126,-4245,-2972,-2464,-1675,-1327,919
127,-4341,431,-785,869,452,711
128,-4739,-766,-3317,-822,-1388,219
129,1505,1247,-1805,-1133,726,-1701
130,-3055,1517,-2494,516,-1873,995
131,-7937,547,-6429,25,-76,803
132,3053,-5418,-5300,-897,1649,1500
133,4724,7648,923,994,704,-1428
134,6343,-7465,1657,1226,-428,1766
135,321,2699,5975,-1412,-1059,-1637
136,-3597,5906,4276,-449,-496,-1388
137,7820,4624,5554,-1765,238,587
138,-5954,1675,-2317,1790,653,-1979
139,3463,-748,2658,557,-308,1524
140,5322,1323,-4316,-885,1485,-1241
141,1237,1064,-7647,1046,1268,733
142,7997,4985,-2042,1470,1280,762
143,-7972,6361,-3198,-1823,1254,-491
144,-2889,62,6379,-1480,-1036,917
145,1683,3989,2375,-395,1270,-341
146,-4989,-1129,-447,1598,1038,716
147,3826,1716,1916,-1299,-1241,1576
148,-5214,7595,3533,1436,-396,-1100
149,-3886,3144,6187,1043,-902,-407
150,-7936,-3502,-5540,-1305,-806,505
151,-2254,-6504,-3604,-166,-241,494
152,6527,-5312,-5405,-1098,-1737,691
153,-5230,2059,5639,436,776,-863
154,-93,5514,1371,1797,347,-1925
155,-7514,2752,6395,1118,74,1465
156,-5318,-5287,323,-1930,465,1692
157,1017,-3085,-1537,307,-1369,123
158,7611,2795,3915,-730,1971,-1305
159,-1474,-3396,-2555,-1218,1392,84
160,-1147,-3262,419,-867,1691,325
161,-5167,-3620,4659,-1050,-988,-591
162,7865,-1330,-6387,-880,632,674
163,1053,-5837,4396,-1948,-96,-1368
164,5673,3907,2156,-793,914,-1275
165,-1923,6307,3590,-1841,-399,-104
166,2754,-1050,150,-996,936,-1467
167,-5287,7751,5918,1803,-1069,-1250
168,7090,-4578,3947,482,-360,978
169,924,-5249,1856,1312,-1567,-721
170,-151,-6552,-1870,-153,1389,-185
171,-4623,-5369,-4336,195,1850,-587
172,3117,109,1428,1771,741,797
173,-893,-2275,624,-838,-1053,-1619
174,6789,-4235,6289,1106,-553,-20
175,-1574,4450,-1114,337,1769,-986
176,2761,-6229,-4724,1542,-868,985
177,5836,1278,3111,305,542,-1807
178,-4896,-5900,5575,940,1666,495
179,-1831,-5013,-1955,-738,-1988,-1035
180,-7936,-1332,3038,880,595,-1842
181,-993,-2517,7543,131,-1515,-1058
182,6489,-2267,370,-315,-900,1249
183,6056,7034,-599,-964,-408,-69
184,-4819,-7120,-1112,1727,972,500
185,-777,1458,-2866,38,-1938,-1515
186,5273,-4597,-971,700,1147,1853
187,6919,501,4555,-1750,13,767
188,4793,3302,-6380,-173,1779,-490
189,-6018,-2789,160,-796,827,-343
190,-383,-1392,-6200,361,84,1092
191,7093,3783,-5718,-33,1719,944
192,3111,3183,993,203,-1344,-1159
193,-4912,312,-6035,1556,1755,487
194,-1931,2421,2874,-1097,-983,-1351
195,-6784,7635,7336,-1334,-1345,-1792
196,-5436,-755,6638,-231,-1345,-784
197,1974,-4489,-878,-1985,180,-1716
198,-1262,6500,1319,-1459,-1704,-957
199,-285,-3995,698,-687,-440,740
200,5182,969,7407,-16,-580,85
201,430,555,2953,758,335,-1244
202,6940,-7864,-1013,1499,1416,-1788
203,2390,-775,-4161,-1738,1369,-1029
204,7513,5168,-4925,-1081,1309,479
205,2890,-2703,1903,-1756,431,1255
206,-1776,-6972,-143,753,-1925,-97
207,2392,-6570,4579,589,1659,1007
208,-7399,7556,2854,-343,-1153,1705
209,-7484,2065,3580,-1302,-83,1144
210,-2260,-941,4633,738,993,1394
211,207,-57,-5501,1903,-652,1718
212,-5626,-7214,-2145,-1488,77,-1641
213,4306,-7271,1094,-1116,823,-1482
214,-1941,-7670,2654,1736,-12,-1423
215,703,-1783,-1569,-1297,718,-1632
216,4718,2861,-1046,-1605,792,121
217,4741,-2422,-5505,-49,-1454,1848
218,-7501,-4496,2436,-1452,957,-1152
219,4992,-7639,6802,-988,317,117
220,-2236,1809,-3379,-1335,-1876,253
221,600,-3258,-895,-686,-757,1157
222,5051,-7192,6175,421,-1892,1869
223,4592,2145,3611,-953,-552,699
224,1918,-7794,-7673,-2,-275,413
225,-723,-3658,-1203,469,1190,-1258
226,-657,7854,-575,-31,-345,-899
227,-5306,-7872,885,-1449,-1811,1690
228,2071,7765,-1333,-1558,1495,1862
229,-168,-7751,494,-1012,1605,1612
230,-7992,-6185,6966,-337,-595,-1855
231,-3961,-1237,383,-116,1812,-455
232,3992,-4793,4735,-1403,902,-654
233,5633,-801,4168,-304,596,-622
234,2535,5718,2526,1864,1266,-643
235,315,-12,-7240,1500,-831,1307
236,4285,7953,1319,-34,1222,1681
237,-3981,-3578,-4915,1558,747,1207
238,-1688,1780,-5767,-1168,662,-598
239,-7700,6430,3085,1066,-78,-1223
240,-6481,-2301,4282,-734,1357,252
241,4527,1236,-3411,-1433,-1577,-1874
242,5187,7758,7039,935,-1164,-1095
243,-2550,-1006,7367,-73,456,-1286
244,-5023,4903,4810,1404,-54,-865
245,-6072,4011,-5914,-1098,-760,440
246,927,6444,-5311,-1128,87,-341
247,59,975,4037,-1648,-135,1047
248,5752,-57,4398,903,84,-1201
249,-922,-5239,3799,-1124,-1915,1616
250,1530,-5287,3201,1283,-1594,-1607
251,7989,1119,5277,-107,1943,1908
252,870,-3866,-4815,-854,669,771
253,7551,3317,-6219,1518,669,-1526
254,2831,4169,-1985,9,1577,1442
255,-3163,7584,-6699,-1552,-14,1497
256,-3822,-1572,-2588,-545,743,-52
257,-1008,5616,1803,879,-876,1133
258,5573,5551,4940,676,-1103,172
259,-5175,-4316,-3912,-1988,590,-1681
260,-3149,5150,-4849,149,-870,-1649
261,6138,-2036,5146,1580,1260,1398
262,-1999,3674,-3960,177,691,-912
263,-844,-5838,7319,519,1120,-1094
264,-5953,1366,-2570,299,-596,-511
265,-2755,-6387,-2611,741,-828,-152
266,7902,372,-1847,186,-722,1420
267,-2316,1342,-5410,1153,-1215,-1535
268,-1903,-4900,603,-1305,-1085,1605
269,3385,6478,-2539,-549,547,-938
270,-5277,7417,4421,1643,-1302,36
271,-3075,-5938,-3107,1272,102,-1552
272,-3034,-6216,-779,1712,1329,-1890
273,6201,2886,6348,1440,1174,1107
274,-7021,-2807,1427,1110,-1306,-115
275,3224,7463,4653,1777,920,-1130
276,-6635,-5065,-4658,-1799,1811,469
277,-2078,-38,-7401,-1520,193,-1683
278,2998,-1305,-1263,-297,-1794,-1150
279,-5308,-7737,4613,-1145,1300,-751
280,-7262,-6601,5430,-439,1443,42
281,7376,6129,7627,25,-1269,836
282,6686,-1089,963,127,1928,-170
283,6713,-397,6518,825,-1297,176
284,-6254,7232,-1467,320,-805,1894
285,7933,-6820,594,-1267,917,-992
286,6927,1425,-3201,1071,-526,-733
287,-6271,-2975,-3240,-1327,773,1039
288,5660,-6771,-7918,-940,717,1204
289,-2887,-5732,800,-1638,218,1200
290,-1082,7003,2548,-406,1386,653
291,2653,3286,4067,1709,1198,-1211
292,-2788,4105,-5861,-1606,1931,-721
293,-6573,-5999,1185,-920,-801,682
294,-2796,7004,1498,-10,1729,-718
295,-3621,2220,5692,891,1959,-297
296,-5008,7929,1166,-1286,-82,-1279
297,2227,-4333,-959,-119,-1690,-743
298,-7208,-2815,1262,-1726,686,-1052
299,3808,3742,-3728,1924,-446,1847
300,-4205,3404,-2079,1325,-1558,1621
301,5,4112,-5774,-88,258,-1556
302,5472,-7066,-4486,552,880,1286
303,7818,-2595,-4436,-1885,559,-1279
304,-7580,-1332,1648,208,-816,-625
305,-569,-6239,4944,953,616,-802
306,-5026,-2827,-4096,-330,-1411,961
307,167,3500,-4060,-486,-1364,1226
308,-2758,-3030,-5362,-238,1909,-1919
309,-960,-1215,-4541,-894,37,-903
310,-6004,-3444,4320,-225,1960,-1546
311,4391,1318,-5126,-1269,1688,-1652
312,-5087,540,4289,-808,1618,1185
313,3391,6922,-5179,-1037,62,1475
314,-2515,-1225,2690,1251,-634,-34
315,-313,-158,-2146,1763,-1903,-588
316,7010,-4852,21,-1590,-1043,80
317,1452,3488,-727,-112,-620,-1732
318,6137,349,-3101,-1797,1344,1998
319,-5917,3463,1512,1020,-1423,1667
320,6850,-5106,5178,1729,-37,-169
321,-1726,198,-1007,-838,-2000,1050
322,3382,3329,-4604,-1649,1201,-564
323,-2281,-5347,-1037,1442,-1470,-1594
324,7697,1945,-795,-1570,-1198,483
325,509,2220,-3359,-701,-450,-1727
326,6513,1887,3616,-703,-1103,-777
327,5428,1181,7165,1898,1715,1520
328,-3224,6461,1690,-714,1111,561
329,-6244,-2824,-5792,815,86,1439
330,6447,3866,173,-1838,-652,-242
331,7211,2071,3782,-807,-1882,-1570
332,4167,-6578,6749,242,-698,1130
333,4018,-2528,-3218,-715,1296,-340
334,-2679,-6603,-5114,-487,1880,1765
335,5605,-665,-2762,1332,-1114,-419
336,-7201,6590,-6287,956,585,-188
337,-7370,24,-2473,330,593,477
338,2424,1037,-3902,-1722,1889,-1108
339,-7361,6228,5700,-875,695,1378
340,-2750,-7893,-7644,-904,-1087,1960
341,3971,4830,3655,721,-125,-579
342,6615,6046,-2921,-1435,-930,1496
343,660,915,117,-4,690,-837
344,-7479,3263,-6197,-711,443,-1714
345,7737,-3480,5478,-170,558,1795
346,-7974,690,4824,-1017,591,813
347,4747,3335,5206,1943,-156,1319
348,-4267,-2555,623,1275,623,-265
349,4473,-7910,-2165,540,120,1188
350,-2827,5970,3795,-454,1433,1347
351,415,-3141,4683,1182,185,221
352,-7078,-317,-560,-1562,-59,-215
353,2268,-3432,3366,1576,1685,-358
354,779,-5223,7224,-608,1539,-96
355,5382,-2837,7341,1463,-1367,1548
356,-4923,3952,5816,750,1750,1767
357,7601,2244,-189,-1479,-1734,181
358,-4666,-4422,201,1834,455,1
359,2938,3489,-2822,-222,641,-584
360,-7517,6006,7886,-1421,-481,502
361,-5414,-3285,-5055,-659,-27,1690
362,-1921,-170,1512,1693,1840,-1621
363,2957,-4312,4756,806,-729,1137
364,-3398,5308,6361,269,1936,406
365,-7475,-3416,-7247,935,-816,-422
366,-4205,772,-3234,-521,-1914,1561
367,628,6129,-3494,653,-1722,-589
368,-7459,-6233,-5077,-338,-41,1186
369,1949,6552,-4123,-520,-1255,-1837
370,5256,4891,4707,-1774,-73,-1550
371,-2682,3876,-109,936,-1453,-1583
372,4148,5410,-4837,-1534,-311,713
