Sample,Ax,Ay,Az,Gx,Gy,Gz
0,4623,-5462,-6602,338,1394,-763
1,-1809,-1387,-7910,-191,1163,532
2,-2267,-3467,-5534,1896,1569,1058
3,3245,-7159,6160,-1732,-840,1438
4,7260,-2204,-3270,-1831,-1083,1850
5,2735,1117,-4713,1628,-1637,-1291
6,-3462,-7927,6234,-1498,730,-346
7,-1133,7384,4167,-1345,-1291,-867
8,-7129,-1476,7379,1023,658,-555
9,3394,-6683,-4359,1986,1416,-1997
10,7218,-2743,7174,-978,254,702
11,-6353,-5944,-3691,-589,-114,-1165
12,1466,-3022,5263,-758,-1216,325
13,1222,5676,652,272,-172,445
14,-5451,3303,-5487,634,701,1711
15,6868,-1643,1817,-1765,894,-903
16,-1444,6449,6078,-798,1301,-225
17,2712,-337,-388,680,-1720,862
18,4256,-1362,973,230,1090,-1588
19,3532,-3267,7784,-1001,582,-57
20,-6275,6404,-7120,-1390,-1729,-1249
21,7844,-5901,4714,-1185,815,176
22,2123,-1820,7532,-584,798,-1531
23,4277,-6236,-6373,-1721,-1318,1667
24,3142,-1630,-3358,-1278,-1181,-1593
25,-1825,-2029,-5745,-1194,247,-1597
26,-773,-3800,3597,1487,-708,852
27,-1165,6459,-4089,-1876,-1038,-80
28,207,3935,-4449,-1766,-767,-571
29,-3241,5473,1917,-394,-1794,-907
30,4949,-7742,4539,162,-1292,636
31,-1610,-5560,2522,752,1229,-1642
32,5074,1671,-4031,-1291,637,1478
33,7844,7746,-4817,291,148,-1236
34,6961,-6099,-7584,140,-781,645
35,5839,7902,-7414,883,-651,-1676
36,-5269,-4732,-4765,212,549,-61
37,6327,6666,-7006,1693,-1207,471
38,5339,-6286,-2451,-1879,-966,1182
39,4139,-4944,66,-201,-843,-1058
40,5174,-3080,-4545,-1997,1909,-586
41,6597,3334,-3943,-817,-1036,-1653
42,7637,-2678,5178,-620,-1827,-1645
43,-5733,-193,-7348,-1887,1750,1651
44,987,-7439,2687,1013,-728,985
45,4834,4991,-7466,-1278,1388,854
46,-7132,4711,7643,1402,-688,443
47,7744,7586,-2658,-1616,1362,-579
48,-7580,816,6844,-256,868,-801
49,-6412,-1316,3158,-596,991,-128
50,-4789,4183,5623,-1615,211,-884
51,78,980,-6398,1116,560,-1224
52,4063,5912,-4230,268,-14,-1270
53,6161,-6733,-1423,-1601,-1474,-1060
54,2927,-7322,6615,-260,-56,-1828
55,-4741,-563,3465,-960,1242,-1777
56,-596,6851,-568,720,645,-1895
57,-5361,-7699,-6047,865,-1500,-234
58,-2221,-2968,6837,754,1303,1152
59,-3134,-3483,-6851,1144,872,1831
60,-2302,-5159,6386,-1576,-60,-1574
61,6576,2634,1034,1050,805,-792
62,5532,-2985,-4980,537,-708,1482
63,1625,-7896,4419,528,122,610
64,4736,4117,-3500,-917,-1050,1488
65,-2746,1387,-6770,900,-176,1919
66,2573,-4810,-4752,-841,-30,1072
67,-4614,-6743,-7974,-1367,183,970
68,-552,-3663,-3524,-1134,254,1265
69,-3003,-4295,6796,-961,-965,248
70,3773,-882,-7389,-228,1267,-970
71,-5011,3582,-1290,1480,-1091,-914
72,4333,-3193,1915,1797,-902,1507
73,-4221,-4164,-6262,-678,-1452,169
