Sample,Ax,Ay,Az,Gx,Gy,Gz
0,-3605,-979,-7485,-245,-1038,1783
1,7753,1507,289,-543,-1638,219
2,-7460,-5272,3585,588,511,332
3,-7460,-5272,3585,588,511,332
4,-7460,-5272,3585,588,511,332
5,-2738,-5440,-2436,-1027,-413,-764
6,-2738,-5440,-2436,-1027,-413,-764
7,-2738,-5440,-2436,-1027,-413,-764
8,-2738,-5440,-2436,-1027,-413,-764
9,-2738,-5440,-2436,-1027,-413,-764
10,-2738,-5440,-2436,-1027,-413,-764
11,-2738,-5440,-2436,-1027,-413,-764
12,-2738,-5440,-2436,-1027,-413,-764
13,-2738,-5440,-2436,-1027,-413,-764
14,-2738,-5440,-2436,-1027,-413,-764
15,-2738,-5440,-2436,-1027,-413,-764
16,-2738,-5440,-2436,-1027,-413,-764
17,-2738,-5440,-2436,-1027,-413,-764
18,-2738,-5440,-2436,-1027,-413,-764
19,-2738,-5440,-2436,-1027,-413,-764
20,-2738,-5440,-2436,-1027,-413,-764
21,-2738,-5440,-2436,-1027,-413,-764
22,-2738,-5440,-2436,-1027,-413,-764
23,-7858,-2619,-538,26096,29556,18976
24,7260,-2204,-3270,-1831,-1083,1850
25,2735,1117,-4713,1628,-1637,-1291
26,-3462,-7927,6234,-1498,730,-346
27,-1133,7384,4167,-1345,-1291,-867
28,-7129,-1476,7379,1023,658,-555
29,3394,-6683,-4359,1986,1416,-1997
30,7218,-2743,7174,-978,254,702
31,-6353,-5944,-3691,-589,-114,-1165
32,1466,-3022,5263,-758,-1216,325
33,1222,5676,652,272,-172,445
34,-5451,3303,-5487,634,701,1711
35,6868,-1643,1817,-1765,894,-903
36,-1444,6449,6078,-798,1301,-225
37,2712,-337,-388,680,-1720,862
38,4256,-1362,973,230,1090,-1588
39,3532,-3267,7784,-1001,582,-57
40,-6275,6404,-7120,-1390,-1729,-1249
41,7844,-5901,4714,-1185,815,176
42,2123,-1820,7532,-584,798,-1531
43,4277,-6236,-6373,-1721,-1318,1667
44,3142,-1630,-3358,-1278,-1181,-1593
45,-1825,-2029,-5745,-1194,247,-1597
46,-773,-3800,3597,1487,-708,852
47,-1165,6459,-4089,-1876,-1038,-80
48,207,3935,-4449,-1766,-767,-571
49,-3241,5473,1917,-394,-1794,-907
50,4949,-7742,4539,162,-1292,636
51,-1610,-5560,2522,752,1229,-1642
52,5074,1671,-4031,-1291,637,1478
53,7844,7746,-4817,291,148,-1236
54,6961,-6099,-7584,140,-781,645
55,5839,7902,-7414,883,-651,-1676
56,-5269,-4732,-4765,212,549,-61
57,6327,6666,-7006,1693,-1207,471
58,5339,-6286,-2451,-1879,-966,1182
59,4139,-4944,66,-201,-843,-1058
60,5174,-3080,-4545,-1997,1909,-586
61,6597,3334,-3943,-817,-1036,-1653
62,7637,-2678,5178,-620,-1827,-1645
63,-5733,-193,-7348,-1887,1750,1651
64,987,-7439,2687,1013,-728,985
65,4834,4991,-7466,-1278,1388,854
66,-7132,4711,7643,1402,-688,443
67,7744,7586,-2658,-1616,1362,-579
68,-7580,816,6844,-256,868,-801
69,-6412,-1316,3158,-596,991,-128
70,-4789,4183,5623,-1615,211,-884
71,78,980,-6398,1116,560,-1224
72,4063,5912,-4230,268,-14,-1270
73,6161,-6733,-1423,-1601,-1474,-1060
74,2927,-7322,6615,-260,-56,-1828
75,-4741,-563,3465,-960,1242,-1777
76,-596,6851,-568,720,645,-1895
77,-5361,-7699,-6047,865,-1500,-234
78,-2221,-2968,6837,754,1303,1152
79,-3134,-3483,-6851,1144,872,1831
80,-2302,-5159,6386,-1576,-60,-1574
81,6576,2634,1034,1050,805,-792
82,5532,-2985,-4980,537,-708,1482
83,1625,-7896,4419,528,122,610
84,4736,4117,-3500,-917,-1050,1488
85,-2746,1387,-6770,900,-176,1919
86,2573,-4810,-4752,-841,-30,1072
87,-4614,-6743,-7974,-1367,183,970
88,-552,-3663,-3524,-1134,254,1265
89,-3003,-4295,6796,-961,-965,248
90,3773,-882,-7389,-228,1267,-970
91,-5011,3582,-1290,1480,-1091,-914
92,4333,-3193,1915,1797,-902,1507
93,-4221,-4164,-6262,-678,-1452,169
94,-6820,-6835,6392,-123,58,-756
95,-1436,-7312,-6566,-266,-1418,-1933
96,237,4270,-631,-576,1294,565
97,-471,-825,-4753,381,-427,78
98,-1768,-5104,7997,905,-1710,1278
99,7059,-5242,3180,-649,1063,1005
100,-1218,5608,-6317,-705,-704,1211
101,7204,-6517,-1007,1102,1693,1336
102,3004,-6617,1324,938,-1573,1656
103,-721,4212,2608,296,-702,-1022
104,5337,-1513,-732,-877,-63,-700
105,7808,1003,3369,57,-707,-845
106,-882,-6700,-206,274,-1226,233
107,-2524,-4574,-2266,-890,-550,1417
108,-6455,-3300,6597,-909,-563,546
109,-6780,3508,-4656,1536,842,-1268
110,1800,-7147,-7298,1247,1738,-342
111,6447,1474,-916,1011,512,-1277
112,1416,-816,-5072,-940,561,-1436
113,-7030,4099,3902,-194,988,1426
114,4471,-3708,-5343,-1042,-1859,1698
115,-2367,-1097,3816,-487,290,-344
116,-3481,-2945,2557,-1360,-1972,917
117,-692,1032,2545,1845,-288,-1421
118,-736,-6637,6473,-82,-1679,-1474
119,-188,7486,5727,476,-1674,1189
120,3242,1283,5493,-742,1520,-1479
121,7866,104,7941,1421,-256,-1871
122,-4511,6194,6598,772,-1317,-47
123,4775,-2659,-3920,-1798,-1390,-1257
124,-3937,-3959,-41,-802,-957,-462
125,3979,2800,-1713,1860,88,913
126,7175,5925,7153,-534,-887,-1106
127,-6951,-570,167,-1094,363,-364
128,-5941,-1670,3393,1196,-1944,-1686
129,-1514,-6178,-1643,-96,-860,-1399
130,-1984,20,-6237,-971,1114,813
131,-1783,-1870,-237,467,1228,584
132,-2829,-1751,3171,971,-1722,1153
133,-3160,-5012,7009,1692,681,540
134,-794,-6616,-50,1193,1842,-636
135,4576,4461,-2145,501,-715,-1847
136,6303,-7109,4808,-200,227,-978
137,-4245,-2972,-2464,-1675,-1327,919
138,-4341,431,-785,869,452,711
139,-4739,-766,-3317,-822,-1388,219
140,1505,1247,-1805,-1133,726,-1701
141,-3055,1517,-2494,516,-1873,995
142,-7937,547,-6429,25,-76,803
143,3053,-5418,-5300,-897,1649,1500
144,4724,7648,923,994,704,-1428
145,6343,-7465,1657,1226,-428,1766
146,321,2699,5975,-1412,-1059,-1637
147,-3597,5906,4276,-449,-496,-1388
148,7820,4624,5554,-1765,238,587
149,-5954,1675,-2317,1790,653,-1979
150,3463,-748,2658,557,-308,1524
151,5322,1323,-4316,-885,1485,-1241
152,1237,1064,-7647,1046,1268,733
153,7997,4985,-2042,1470,1280,762
154,-7972,6361,-3198,-1823,1254,-491
155,-2889,62,6379,-1480,-1036,917
156,1683,3989,2375,-395,1270,-341
157,-4989,-1129,-447,1598,1038,716
158,3826,1716,1916,-1299,-1241,1576
159,-5214,7595,3533,1436,-396,-1100
160,-3886,3144,6187,1043,-902,-407
161,-7936,-3502,-5540,-1305,-806,505
162,-2254,-6504,-3604,-166,-241,494
163,6527,-5312,-5405,-1098,-1737,691
164,-5230,2059,5639,436,776,-863
165,-93,5514,1371,1797,347,-1925
166,-7514,2752,6395,1118,74,1465
167,-5318,-5287,323,-1930,465,1692
168,1017,-3085,-1537,307,-1369,123
169,7611,2795,3915,-730,1971,-1305
170,-1474,-3396,-2555,-1218,1392,84
171,-1147,-3262,419,-867,1691,325
172,-5167,-3620,4659,-1050,-988,-591
173,7865,-1330,-6387,-880,632,674
174,1053,-5837,4396,-1948,-96,-1368
175,5673,3907,2156,-793,914,-1275
176,-1923,6307,3590,-1841,-399,-104
177,2754,-1050,150,-996,936,-1467
178,-5287,7751,5918,1803,-1069,-1250
179,7090,-4578,3947,482,-360,978
180,924,-5249,1856,1312,-1567,-721
181,-151,-6552,-1870,-153,1389,-185
182,-4623,-5369,-4336,195,1850,-587
183,3117,109,1428,1771,741,797
184,-893,-2275,624,-838,-1053,-1619
185,6789,-4235,6289,1106,-553,-20
186,-1574,4450,-1114,337,1769,-986
187,2761,-6229,-4724,1542,-868,985
188,5836,1278,3111,305,542,-1807
189,-4896,-5900,5575,940,1666,495
190,-1831,-5013,-1955,-738,-1988,-1035
191,-7936,-1332,3038,880,595,-1842
192,-993,-2517,7543,131,-1515,-1058
193,6489,-2267,370,-315,-900,1249
194,6056,7034,-599,-964,-408,-69
195,-4819,-7120,-1112,1727,972,500
196,-777,1458,-2866,38,-1938,-1515
197,5273,-4597,-971,700,1147,1853
198,6919,501,4555,-1750,13,767
199,4793,3302,-6380,-173,1779,-490
200,-6018,-2789,160,-796,827,-343
201,-383,-1392,-6200,361,84,1092
202,7093,3783,-5718,-33,1719,944
203,3111,3183,993,203,-1344,-1159
204,-4912,312,-6035,1556,1755,487
205,-1931,2421,2874,-1097,-983,-1351
206,-6784,7635,7336,-1334,-1345,-1792
207,-5436,-755,6638,-231,-1345,-784
208,1974,-4489,-878,-1985,180,-1716
209,-1262,6500,1319,-1459,-1704,-957
210,-285,-3995,698,-687,-440,740
211,5182,969,7407,-16,-580,85
212,430,555,2953,758,335,-1244
