Sample,Ax,Ay,Az,Gx,Gy,Gz
0,7260,-2204,-3270,-1831,-1083,1850
1,2735,1117,-4713,1628,-1637,-1291
2,-3462,-7927,6234,-1498,730,-346
3,-1133,7384,4167,-1345,-1291,-867
4,-7129,-1476,7379,1023,658,-555
5,3394,-6683,-4359,1986,1416,-1997
6,7218,-2743,7174,-978,254,702
7,-6353,-5944,-3691,-589,-114,-1165
8,1466,-3022,5263,-758,-1216,325
9,1222,5676,652,272,-172,445
10,-5451,3303,-5487,634,701,1711
11,6868,-1643,1817,-1765,894,-903
12,-1444,6449,6078,-798,1301,-225
13,2712,-337,-388,680,-1720,862
14,4256,-1362,973,230,1090,-1588
15,3532,-3267,7784,-1001,582,-57
16,-6275,6404,-7120,-1390,-1729,-1249
17,7844,-5901,4714,-1185,815,176
18,2123,-1820,7532,-584,798,-1531
19,4277,-6236,-6373,-1721,-1318,1667
20,3142,-1630,-3358,-1278,-1181,-1593
21,-1825,-2029,-5745,-1194,247,-1597
22,-773,-3800,3597,1487,-708,852
23,-1165,6459,-4089,-1876,-1038,-80
24,207,3935,-4449,-1766,-767,-571
25,-3241,5473,1917,-394,-1794,-907
26,4949,-7742,4539,162,-1292,636
27,-1610,-5560,2522,752,1229,-1642
28,5074,1671,-4031,-1291,637,1478
29,7844,7746,-4817,291,148,-1236
30,6961,-6099,-7584,140,-781,645
31,5839,7902,-7414,883,-651,-1676
32,-5269,-4732,-4765,212,549,-61
33,6327,6666,-7006,1693,-1207,471
34,5339,-6286,-2451,-1879,-966,1182
35,4139,-4944,66,-201,-843,-1058
36,5174,-3080,-4545,-1997,1909,-586
37,6597,3334,-3943,-817,-1036,-1653
38,7637,-2678,5178,-620,-1827,-1645
39,-5733,-193,-7348,-1887,1750,1651
40,987,-7439,2687,1013,-728,985
41,4834,4991,-7466,-1278,1388,854
42,-7132,4711,7643,1402,-688,443
43,7744,7586,-2658,-1616,1362,-579
44,-7580,816,6844,-256,868,-801
45,-6412,-1316,3158,-596,991,-128
46,-4789,4183,5623,-1615,211,-884
47,78,980,-6398,1116,560,-1224
48,4063,5912,-4230,268,-14,-1270
49,6161,-6733,-1423,-1601,-1474,-1060
50,2927,-7322,6615,-260,-56,-1828
51,-4741,-563,3465,-960,1242,-1777
52,-596,6851,-568,720,645,-1895
53,-5361,-7699,-6047,865,-1500,-234
54,-2221,-2968,6837,754,1303,1152
55,-3134,-3483,-6851,1144,872,1831
56,-2302,-5159,6386,-1576,-60,-1574
57,6576,2634,1034,1050,805,-792
58,5532,-2985,-4980,537,-708,1482
59,1625,-7896,4419,528,122,610
60,4736,4117,-3500,-917,-1050,1488
61,-2746,1387,-6770,900,-176,1919
62,2573,-4810,-4752,-841,-30,1072
63,-4614,-6743,-7974,-1367,183,970
64,-552,-3663,-3524,-1134,254,1265
65,-3003,-4295,6796,-961,-965,248
66,3773,-882,-7389,-228,1267,-970
67,-5011,3582,-1290,1480,-1091,-914
68,4333,-3193,1915,1797,-902,1507
69,-4221,-4164,-6262,-678,-1452,169
70,-6820,-6835,6392,-123,58,-756
71,-1436,-7312,-6566,-266,-1418,-1933
72,237,4270,-631,-576,1294,565
73,-471,-825,-4753,381,-427,78
74,-1768,-5104,7997,905,-1710,1278
75,7059,-5242,3180,-649,1063,1005
76,-1218,5608,-6317,-705,-704,1211
77,7204,-6517,-1007,1102,1693,1336
78,3004,-6617,1324,938,-1573,1656
79,-721,4212,2608,296,-702,-1022
80,5337,-1513,-732,-877,-63,-700
81,7808,1003,3369,57,-707,-845
82,-882,-6700,-206,274,-1226,233
83,-2524,-4574,-2266,-890,-550,1417
84,-6455,-3300,6597,-909,-563,546
85,-6780,3508,-4656,1536,842,-1268
86,1800,-7147,-7298,1247,1738,-342
87,6447,1474,-916,1011,512,-1277
88,1416,-816,-5072,-940,561,-1436
89,-7030,4099,3902,-194,988,1426
90,4471,-3708,-5343,-1042,-1859,1698
91,-2367,-1097,3816,-487,290,-344
92,-3481,-2945,2557,-1360,-1972,917
93,-692,1032,2545,1845,-288,-1421
