Sample,Ax,Ay,Az,Gx,Gy,Gz
0,-6282,1976,1276,258,1198,-641
1,-2256,-956,-1686,885,-1948,720
2,-2460,-6055,4389,-1991,-145,1980
3,5211,-5521,-2345,965,1228,-1463
4,-7848,4432,-5336,-1089,-1653,-55
5,-608,-3374,-2799,-240,26050,29556
6,7260,-2204,-3270,-1831,-1083,1850
7,2735,1117,-4713,1628,-1637,-1291
8,-3462,-7927,6234,-1498,730,-346
9,-1133,7384,4167,-1345,-1291,-867
10,-7129,-1476,7379,1023,658,-555
11,3394,-6683,-4359,1986,1416,-1997
12,7218,-2743,7174,-978,254,702
13,-6353,-5944,-3691,-589,-114,-1165
14,1466,-3022,5263,-758,-1216,325
15,1222,5676,652,272,-172,445
16,-5451,3303,-5487,634,701,1711
17,6868,-1643,1817,-1765,894,-903
18,-1444,6449,6078,-798,1301,-225
19,2712,-337,-388,680,-1720,862
20,4256,-1362,973,230,1090,-1588
21,3532,-3267,7784,-1001,582,-57
22,-6275,6404,-7120,-1390,-1729,-1249
23,7844,-5901,4714,-1185,815,176
24,2123,-1820,7532,-584,798,-1531
25,4277,-6236,-6373,-1721,-1318,1667
26,3142,-1630,-3358,-1278,-1181,-1593
27,-1825,-2029,-5745,-1194,247,-1597
28,-773,-3800,3597,1487,-708,852
29,-1165,6459,-4089,-1876,-1038,-80
30,207,3935,-4449,-1766,-767,-571
31,-3241,5473,1917,-394,-1794,-907
32,4949,-7742,4539,162,-1292,636
33,-1610,-5560,2522,752,1229,-1642
34,5074,1671,-4031,-1291,637,1478
35,7844,7746,-4817,291,148,-1236
36,6961,-6099,-7584,140,-781,645
37,5839,7902,-7414,883,-651,-1676
38,-5269,-4732,-4765,212,549,-61
39,6327,6666,-7006,1693,-1207,471
40,5339,-6286,-2451,-1879,-966,1182
41,4139,-4944,66,-201,-843,-1058
42,5174,-3080,-4545,-1997,1909,-586
43,6597,3334,-3943,-817,-1036,-1653
44,7637,-2678,5178,-620,-1827,-1645
45,-5733,-193,-7348,-1887,1750,1651
46,987,-7439,2687,1013,-728,985
47,4834,4991,-7466,-1278,1388,854
48,-7132,4711,7643,1402,-688,443
49,7744,7586,-2658,-1616,1362,-579
50,-7580,816,6844,-256,868,-801
51,-6412,-1316,3158,-596,991,-128
52,-4789,4183,5623,-1615,211,-884
53,78,980,-6398,1116,560,-1224
54,4063,5912,-4230,268,-14,-1270
55,6161,-6733,-1423,-1601,-1474,-1060
56,2927,-7322,6615,-260,-56,-1828
57,-4741,-563,3465,-960,1242,-1777
58,-596,6851,-568,720,645,-1895
59,-5361,-7699,-6047,865,-1500,-234
60,-2221,-2968,6837,754,1303,1152
61,-3134,-3483,-6851,1144,872,1831
62,-2302,-5159,6386,-1576,-60,-1574
63,6576,2634,1034,1050,805,-792
64,5532,-2985,-4980,537,-708,1482
65,1625,-7896,4419,528,122,610
66,4736,4117,-3500,-917,-1050,1488
67,-2746,1387,-6770,900,-176,1919
68,2573,-4810,-4752,-841,-30,1072
69,-4614,-6743,-7974,-1367,183,970
70,-552,-3663,-3524,-1134,254,1265
71,-3003,-4295,6796,-961,-965,248
72,3773,-882,-7389,-228,1267,-970
73,-5011,3582,-1290,1480,-1091,-914
74,4333,-3193,1915,1797,-902,1507
75,-4221,-4164,-6262,-678,-1452,169
76,-6820,-6835,6392,-123,58,-756
77,-1436,-7312,-6566,-266,-1418,-1933
78,237,4270,-631,-576,1294,565
79,-471,-825,-4753,381,-427,78
80,-1768,-5104,7997,905,-1710,1278
81,7059,-5242,3180,-649,1063,1005
82,-1218,5608,-6317,-705,-704,1211
83,7204,-6517,-1007,1102,1693,1336
84,3004,-6617,1324,938,-1573,1656
85,-721,4212,2608,296,-702,-1022
86,5337,-1513,-732,-877,-63,-700
87,7808,1003,3369,57,-707,-845
88,-882,-6700,-206,274,-1226,233
89,-2524,-4574,-2266,-890,-550,1417
90,-6455,-3300,6597,-909,-563,546
91,-6780,3508,-4656,1536,842,-1268
92,1800,-7147,-7298,1247,1738,-342
93,6447,1474,-916,1011,512,-1277
94,1416,-816,-5072,-940,561,-1436
95,-7030,4099,3902,-194,988,1426
96,4471,-3708,-5343,-1042,-1859,1698
97,-2367,-1097,3816,-487,290,-344
98,-3481,-2945,2557,-1360,-1972,917
99,-692,1032,2545,1845,-288,-1421
100,-736,-6637,6473,-82,-1679,-1474
101,-188,7486,5727,476,-1674,1189
102,3242,1283,5493,-742,1520,-1479
103,7866,104,7941,1421,-256,-1871
104,-4511,6194,6598,772,-1317,-47
105,4775,-2659,-3920,-1798,-1390,-1257
