Sample,Ax,Ay,Az,Gx,Gy,Gz
0,1442,5023,5962,1198,1876,420
1,-1808,4867,-2135,932,-1170,-403
2,7861,-4822,1453,1859,-762,7
3,7861,-4822,1453,1859,-762,7
4,7861,-4822,1453,1859,-762,7
5,7861,-4822,1453,1859,-762,7
6,7861,-4822,1453,1859,-762,7
7,7861,-4822,1453,1859,-762,7
8,7861,-4822,1453,1859,-762,7
9,7861,-4822,1453,1859,-762,7
10,7861,-4822,1453,1859,-762,7
11,7861,-4822,1453,1859,-762,7
12,7861,-4822,1453,1859,-762,7
13,7861,-4822,1453,1859,-762,7
14,7861,-4822,1453,1859,-762,7
15,7260,-2204,-3270,-1831,-1083,1850
16,2735,1117,-4713,1628,-1637,-1291
17,-3462,-7927,6234,-1498,730,-346
18,-1133,7384,4167,-1345,-1291,-867
19,-7129,-1476,7379,1023,658,-555
20,3394,-6683,-4359,1986,1416,-1997
21,7218,-2743,7174,-978,254,702
22,-6353,-5944,-3691,-589,-114,-1165
23,1466,-3022,5263,-758,-1216,325
24,1222,5676,652,272,-172,445
25,-5451,3303,-5487,634,701,1711
26,6868,-1643,1817,-1765,894,-903
27,-1444,6449,6078,-798,1301,-225
28,2712,-337,-388,680,-1720,862
29,4256,-1362,973,230,1090,-1588
30,3532,-3267,7784,-1001,582,-57
31,-6275,6404,-7120,-1390,-1729,-1249
32,7844,-5901,4714,-1185,815,176
33,2123,-1820,7532,-584,798,-1531
34,4277,-6236,-6373,-1721,-1318,1667
35,3142,-1630,-3358,-1278,-1181,-1593
36,-1825,-2029,-5745,-1194,247,-1597
37,-773,-3800,3597,1487,-708,852
38,-1165,6459,-4089,-1876,-1038,-80
39,207,3935,-4449,-1766,-767,-571
40,-3241,5473,1917,-394,-1794,-907
41,4949,-7742,4539,162,-1292,636
42,-1610,-5560,2522,752,1229,-1642
43,5074,1671,-4031,-1291,637,1478
44,7844,7746,-4817,291,148,-1236
45,6961,-6099,-7584,140,-781,645
46,5839,7902,-7414,883,-651,-1676
47,-5269,-4732,-4765,212,549,-61
48,6327,6666,-7006,1693,-1207,471
49,5339,-6286,-2451,-1879,-966,1182
50,4139,-4944,66,-201,-843,-1058
51,5174,-3080,-4545,-1997,1909,-586
