Sample,Ax,Ay,Az,Gx,Gy,Gz
0,-6754,-6850,-2463,1677,524,1846
1,-749,-2303,786,-1660,-1037,-1218
2,2503,-4416,3327,-252,-189,-439
3,2503,-4416,3327,-252,-189,-439
4,2503,-4416,3327,-252,-189,-439
5,2503,-4416,3327,-252,-189,-439
6,-21846,-21846,-21846,25874,29556,18976
7,7260,-2204,-3270,-1831,-1083,1850
8,2735,1117,-4713,1628,-1637,-1291
9,-3462,-7927,6234,-1498,730,-346
10,-1133,7384,4167,-1345,-1291,-867
11,-7129,-1476,7379,1023,658,-555
12,3394,-6683,-4359,1986,1416,-1997
13,7218,-2743,7174,-978,254,702
14,-6353,-5944,-3691,-589,-114,-1165
15,1466,-3022,5263,-758,-1216,325
16,1222,5676,652,272,-172,445
17,-5451,3303,-5487,634,701,1711
18,6868,-1643,1817,-1765,894,-903
19,-1444,6449,6078,-798,1301,-225
20,2712,-337,-388,680,-1720,862
21,4256,-1362,973,230,1090,-1588
22,3532,-3267,7784,-1001,582,-57
23,-6275,6404,-7120,-1390,-1729,-1249
24,7844,-5901,4714,-1185,815,176
25,2123,-1820,7532,-584,798,-1531
26,4277,-6236,-6373,-1721,-1318,1667
27,3142,-1630,-3358,-1278,-1181,-1593
28,-1825,-2029,-5745,-1194,247,-1597
29,-773,-3800,3597,1487,-708,852
30,-1165,6459,-4089,-1876,-1038,-80
31,207,3935,-4449,-1766,-767,-571
32,-3241,5473,1917,-394,-1794,-907
33,4949,-7742,4539,162,-1292,636
34,-1610,-5560,2522,752,1229,-1642
35,5074,1671,-4031,-1291,637,1478
36,7844,7746,-4817,291,148,-1236
37,6961,-6099,-7584,140,-781,645
38,5839,7902,-7414,883,-651,-1676
39,-5269,-4732,-4765,212,549,-61
40,6327,6666,-7006,1693,-1207,471
41,5339,-6286,-2451,-1879,-966,1182
42,4139,-4944,66,-201,-843,-1058
43,5174,-3080,-4545,-1997,1909,-586
44,6597,3334,-3943,-817,-1036,-1653
45,7637,-2678,5178,-620,-1827,-1645
46,-5733,-193,-7348,-1887,1750,1651
47,987,-7439,2687,1013,-728,985
48,4834,4991,-7466,-1278,1388,854
49,-7132,4711,7643,1402,-688,443
50,7744,7586,-2658,-1616,1362,-579
51,-7580,816,6844,-256,868,-801
52,-6412,-1316,3158,-596,991,-128
53,-4789,4183,5623,-1615,211,-884
54,78,980,-6398,1116,560,-1224
55,4063,5912,-4230,268,-14,-1270
56,6161,-6733,-1423,-1601,-1474,-1060
57,2927,-7322,6615,-260,-56,-1828
58,-4741,-563,3465,-960,1242,-1777
59,-596,6851,-568,720,645,-1895
60,-5361,-7699,-6047,865,-1500,-234
61,-2221,-2968,6837,754,1303,1152
62,-3134,-3483,-6851,1144,872,1831
63,-2302,-5159,6386,-1576,-60,-1574
64,6576,2634,1034,1050,805,-792
65,5532,-2985,-4980,537,-708,1482
66,1625,-7896,4419,528,122,610
67,4736,4117,-3500,-917,-1050,1488
68,-2746,1387,-6770,900,-176,1919
69,2573,-4810,-4752,-841,-30,1072
70,-4614,-6743,-7974,-1367,183,970
71,-552,-3663,-3524,-1134,254,1265
72,-3003,-4295,6796,-961,-965,248
73,3773,-882,-7389,-228,1267,-970
74,-5011,3582,-1290,1480,-1091,-914
75,4333,-3193,1915,1797,-902,1507
76,-4221,-4164,-6262,-678,-1452,169
77,-6820,-6835,6392,-123,58,-756
78,-1436,-7312,-6566,-266,-1418,-1933
79,237,4270,-631,-576,1294,565
80,-471,-825,-4753,381,-427,78
81,-1768,-5104,7997,905,-1710,1278
82,7059,-5242,3180,-649,1063,1005
83,-1218,5608,-6317,-705,-704,1211
84,7204,-6517,-1007,1102,1693,1336
85,3004,-6617,1324,938,-1573,1656
86,-721,4212,2608,296,-702,-1022
87,5337,-1513,-732,-877,-63,-700
88,7808,1003,3369,57,-707,-845
89,-882,-6700,-206,274,-1226,233
90,-2524,-4574,-2266,-890,-550,1417
91,-6455,-3300,6597,-909,-563,546
92,-6780,3508,-4656,1536,842,-1268
93,1800,-7147,-7298,1247,1738,-342
94,6447,1474,-916,1011,512,-1277
95,1416,-816,-5072,-940,561,-1436
96,-7030,4099,3902,-194,988,1426
97,4471,-3708,-5343,-1042,-1859,1698
98,-2367,-1097,3816,-487,290,-344
99,-3481,-2945,2557,-1360,-1972,917
100,-692,1032,2545,1845,-288,-1421
101,-736,-6637,6473,-82,-1679,-1474
102,-188,7486,5727,476,-1674,1189
103,3242,1283,5493,-742,1520,-1479
104,7866,104,7941,1421,-256,-1871
105,-4511,6194,6598,772,-1317,-47
106,4775,-2659,-3920,-1798,-1390,-1257
