Sample,Ax,Ay,Az,Gx,Gy,Gz
0,-863,2395,-3462,214,-693,-710
1,-6408,-2332,5335,677,-131,-1431
2,-4988,-2916,-833,-1466,1163,1560
3,2186,-3366,4319,1214,-1755,-372
4,2026,-6769,-7170,-1233,-718,269
5,-372,29797,8307,30026,8300,14642
6,7260,-2204,-3270,-1831,-1083,1850
7,2735,1117,-4713,1628,-1637,-1291
8,-3462,-7927,6234,-1498,730,-346
9,-1133,7384,4167,-1345,-1291,-867
10,-7129,-1476,7379,1023,658,-555
11,3394,-6683,-4359,1986,1416,-1997
12,7218,-2743,7174,-978,254,702
13,-6353,-5944,-3691,-589,-114,-1165
14,1466,-3022,5263,-758,-1216,325
15,1222,5676,652,272,-172,445
16,-5451,3303,-5487,634,701,1711
17,6868,-1643,1817,-1765,894,-903
18,-1444,6449,6078,-798,1301,-225
19,2712,-337,-388,680,-1720,862
20,4256,-1362,973,230,1090,-1588
21,3532,-3267,7784,-1001,582,-57
22,-6275,6404,-7120,-1390,-1729,-1249
23,7844,-5901,4714,-1185,815,176
24,2123,-1820,7532,-584,798,-1531
25,4277,-6236,-6373,-1721,-1318,1667
26,3142,-1630,-3358,-1278,-1181,-1593
27,-1825,-2029,-5745,-1194,247,-1597
28,-773,-3800,3597,1487,-708,852
29,-1165,6459,-4089,-1876,-1038,-80
30,207,3935,-4449,-1766,-767,-571
31,-3241,5473,1917,-394,-1794,-907
32,4949,-7742,4539,162,-1292,636
33,-1610,-5560,2522,752,1229,-1642
34,5074,1671,-4031,-1291,637,1478
35,7844,7746,-4817,291,148,-1236
36,6961,-6099,-7584,140,-781,645
37,5839,7902,-7414,883,-651,-1676
38,-5269,-4732,-4765,212,549,-61
39,6327,6666,-7006,1693,-1207,471
40,5339,-6286,-2451,-1879,-966,1182
41,4139,-4944,66,-201,-843,-1058
42,5174,-3080,-4545,-1997,1909,-586
43,6597,3334,-3943,-817,-1036,-1653
44,7637,-2678,5178,-620,-1827,-1645
45,-5733,-193,-7348,-1887,1750,1651
46,987,-7439,2687,1013,-728,985
47,4834,4991,-7466,-1278,1388,854
48,-7132,4711,7643,1402,-688,443
49,7744,7586,-2658,-1616,1362,-579
50,-7580,816,6844,-256,868,-801
51,-6412,-1316,3158,-596,991,-128
52,-4789,4183,5623,-1615,211,-884
53,78,980,-6398,1116,560,-1224
54,4063,5912,-4230,268,-14,-1270
55,6161,-6733,-1423,-1601,-1474,-1060
56,2927,-7322,6615,-260,-56,-1828
57,-4741,-563,3465,-960,1242,-1777
58,-596,6851,-568,720,645,-1895
59,-5361,-7699,-6047,865,-1500,-234
60,-2221,-2968,6837,754,1303,1152
61,-3134,-3483,-6851,1144,872,1831
62,-2302,-5159,6386,-1576,-60,-1574
