Sample,Ax,Ay,Az,Gx,Gy,Gz
0,7671,-5233,3274,-1538,-1319,1664
1,4915,6024,-3355,1992,-976,-1144
2,-6110,6803,-4112,-1904,-727,-1090
3,5439,-1100,5546,-666,76,1163
4,-2128,7263,-434,1636,1273,-1836
5,4351,5340,1975,-1347,-334,-1774
6,-1383,2708,95,-1991,-410,-142
7,2251,3394,5206,1646,-762,-1838
8,3514,4161,-933,1945,29,1384
9,-6612,-6476,-7502,511,528,-914
10,3912,2232,7446,-1969,1098,1905
11,-5006,-989,5868,-356,1442,1690
12,261,6630,-4389,1820,-642,-1350
13,-5492,-720,5822,1292,-1685,-306
14,-1872,-4467,-712,-1868,1675,-410
15,106,-2416,-5874,1023,-1102,907
16,4502,-2717,7151,-378,492,-1368
17,-7963,-7081,-6371,-1391,711,98
18,2959,-275,462,-1435,128,1734
19,-3760,-4315,4335,37,-417,1674
20,607,7868,-7994,-1510,-510,1734
21,-7885,-7232,3736,628,-243,916
22,4253,6014,-1008,-1915,-970,1561
23,6450,-5598,2965,-742,-919,-557
24,-4440,6468,-7385,-1692,370,-1775
25,6383,-7367,-4937,-164,-1670,-319
26,-1156,-698,-4953,694,1014,-357
27,-2318,3184,4251,-857,-846,1786
28,-2634,-3468,-5965,-439,-1627,291
29,-5883,-5426,486,-1360,-1056,-31
30,-4639,-5894,-1966,-1582,1927,-133
31,1353,-7805,1492,1844,1332,-1785
32,-6808,-2780,-3233,857,-1887,-1396
33,3375,3380,2329,-58,-1304,1386
34,5743,-2775,-3462,-687,772,-1952
35,-3309,5309,-4519,-1873,-1388,-1334
36,5888,418,-338,1187,-759,-279
37,895,1030,-7827,552,-251,970
38,5695,33,-6817,1824,1341,127
39,-6866,4766,-2145,1891,951,-1079
40,-3385,-4006,5671,1784,894,-1798
41,-4958,-1416,-1268,-1362,1987,-1672
42,-6225,2853,1251,-1323,1466,-1287
43,-335,2758,4808,786,397,-1475
44,7533,1892,-6674,-1808,420,-945
45,-3444,1542,-7247,1664,1793,1739
46,3699,118,6686,-1807,-1754,1307
47,-5466,-7991,1645,-763,383,-1555
48,3645,-3695,-6470,-420,-1823,-175
49,-6306,1268,1118,1415,-779,-21
50,2594,7517,4855,-1106,-894,-765
51,2820,-4465,-4207,-1753,-1117,658
52,-3352,6756,-6193,-424,-1831,1226
53,-3052,-2788,4833,1063,246,331
54,-4431,2674,-2667,1642,-1815,-678
55,-4483,-1597,-3378,-341,-1370,202
56,49,-142,406,-1989,1674,-417
57,6580,-2670,-6317,64,-536,-1049
58,-4997,-282,-5533,-1490,-1228,-1022
59,4850,4227,-4615,110,558,-389
60,-7596,3113,-5155,1200,1166,-79
61,-2134,6179,5101,18,611,-1576
62,-6817,-7654,-6520,1718,833,-1294
63,-6340,-6667,-7909,862,526,1102
64,-6095,260,-5918,1718,-1949,-469
65,-1102,5361,6495,479,-809,1705
66,-1250,4185,1078,-1173,976,-673
67,4425,-5728,-544,-1445,-1660,-1836
68,469,-5322,1663,-783,172,-14
69,7157,5016,-6222,-1837,-301,1287
70,-5211,-3561,1553,166,-1625,172
71,-1605,1305,840,-1438,1620,1387
72,1125,3407,-4631,837,329,288
73,1170,7251,-6292,457,1751,-745
74,-1159,4831,-5292,-351,-1524,976
75,-1606,-5359,-4266,-1317,1213,1800
76,-4747,3866,-3855,-1643,-1967,-637
77,-1298,2176,436,-1500,-1188,-266
78,-963,4421,4012,1404,950,-1623
79,1677,6751,-970,-1403,909,-1390
80,-5173,-4049,-3112,1382,-421,1815
81,-6661,6853,-3474,-830,-59,555
82,-1466,321,-6830,1490,-1814,1346
83,-5323,-1548,-7894,1687,497,639
84,-5878,-7267,7504,1495,309,-255
85,7645,4232,-7351,853,155,616
86,-7507,-3128,3708,-720,-605,761
87,7831,-1609,-2186,1957,-1962,883
88,-1091,4225,-2127,1876,-402,1729
89,4271,5463,2788,-296,1060,-131
90,-1179,-6500,7919,340,827,1129
91,-2748,-344,3559,-1520,-899,-913
92,-6640,-4369,143,-475,-327,-112
93,-3158,-2507,-3335,-480,-554,-1779
94,2732,86,-4009,-994,1203,349
95,-2000,3654,2506,-1374,1335,-1819
96,3628,1035,7906,1462,-916,-725
97,5773,6514,2582,-652,-1904,1530
98,-6839,-5830,3806,214,1354,-312
99,1575,-2067,-1713,1086,1152,-472
100,-1332,-1128,3012,944,-393,-120
101,3409,6294,7293,1511,1231,1105
102,-233,7729,-2278,112,984,-107
103,2820,5858,6490,-1925,-601,-753
104,-1414,2531,2770,465,-902,818
105,-768,-7788,5462,1258,965,406
106,6734,-1139,-4880,-1557,225,742
107,3854,7486,-5651,1487,1473,-456
108,1167,-2306,4195,1781,71,1662
109,-5916,2946,-4803,-1471,-1793,-1583
110,5325,-4518,4186,624,-802,239
111,-3344,-2110,-2774,-1285,381,-781
112,-3668,-3985,307,1430,-160,-1984
113,4118,-900,350,-146,-84,-1061
114,-554,4877,-7653,-1772,-186,-215
115,2650,-1057,1876,93,1025,-1293
116,4836,5042,-746,-357,1795,503
117,-1672,2543,5542,932,608,113
118,-2036,3278,6617,1198,1303,1854
119,-1408,2789,-1927,-864,-1378,1059
120,-482,7572,-2610,1037,524,703
121,-5684,-702,7803,1755,1339,-1855
122,-4758,-1748,-7731,-996,-1859,-1406
123,4684,1402,-7122,1563,49,-1463
124,3442,1097,646,-1973,-43,-1597
125,7701,-83,3931,-315,-1141,1482
126,-5497,-4825,-7191,816,-1740,828
127,5362,-1040,-7333,-228,-1748,835
128,2399,-2354,-5251,1802,666,-1830
129,5293,6133,4043,747,-1139,-544
130,-5205,-6157,-3962,-69,875,-450
131,3650,253,6398,-1891,-1409,519
132,-2749,-3771,-418,-1574,-1729,-1511
133,7215,625,1700,1982,95,-168
134,-2243,-7275,3870,1395,-622,979
135,7214,3177,-6535,1829,-1418,-1208
136,-6454,-2685,6726,1335,-926,1098
137,-6374,127,-4949,169,-1210,855
138,-1676,-1875,3303,-897,1756,1627
139,-1058,-3805,-6151,173,-1980,359
140,6133,1592,-3554,-1914,-1721,328
141,4415,-4791,3921,1202,1304,38
142,4320,-5693,6847,-1962,-692,1767
143,137,-874,3421,771,-1665,-1452
144,-3127,5822,-3834,1966,514,279
145,6315,-4515,7881,-562,-912,1085
146,2456,2451,-6084,-1138,1064,84
147,2477,6564,-1820,216,-1900,-250
148,-4683,457,-5892,1080,1431,-792
149,-5886,3741,3072,-578,1840,-290
150,-4441,7692,-6177,1741,38,125
151,-5252,1810,-4419,-1665,-759,-1572
152,4850,3986,-6470,1349,-678,123
153,5022,-7283,-4419,-472,411,-1896
154,1539,143,4544,403,-1430,323
155,3589,-3925,-3069,-1297,1324,1655
156,5856,-3679,-49,921,-1654,1560
157,1848,4964,-4588,-323,564,-1014
158,388,3927,-5023,1471,-180,289
159,5442,-1586,-4598,-867,-1695,1254
160,-2484,-5392,-5990,-1641,1598,-117
161,-7596,7584,3552,-1699,1336,1569
162,-391,-6549,-4740,1408,1853,-686
163,4047,2881,2126,669,-123,193
164,-1484,-4643,-4956,-1262,437,-496
165,-1572,2223,634,-1836,88,1343
166,5688,-7670,3919,-536,1182,-1511
167,-6385,-4968,7797,393,-1361,894
168,-163,5254,3366,1475,1818,143
169,-3823,-4932,-5207,514,-820,1628
170,-1155,4663,3516,612,1135,498
171,-145,-3375,553,-1120,1502,841
172,6242,2263,-7379,1230,851,536
173,340,1403,-7987,-1202,492,330
174,5698,623,-1720,895,277,1840
175,-1678,3979,-7568,908,740,-1373
176,-1837,3299,3723,1883,1086,321
177,-431,-5429,-6246,360,-259,851
178,-838,-3240,4908,1348,-642,72
179,1882,1101,297,-650,1065,1434
180,-1922,1427,608,-1359,381,-904
181,-1772,732,6216,827,751,283
182,-1524,-6904,6299,1392,-1693,-897
183,-2034,-660,1252,1610,-917,-1899
184,3398,-3113,-5232,-592,1301,713
185,-7130,-2496,-6188,-1848,692,-1975
186,1860,-6148,-6411,-1613,-1385,1496
187,-188,2477,7033,277,459,-922
188,-3230,-3,4075,-1234,347,-110
189,-7882,3634,3123,-590,-439,1181
190,2414,7392,-1252,203,1786,775
191,5114,-7634,-5511,-187,1045,689
192,-3201,7583,-3935,-1481,1315,-792
193,-6227,-7906,4612,1849,891,-217
194,-5491,-1140,-6045,-985,-198,-1955
195,2304,4454,1370,-1219,1485,-1159
196,4412,-2314,5935,-1241,-1950,1918
197,6456,7021,2521,1247,973,-497
198,-1651,-5993,1462,-841,-1645,977
199,-5887,5439,3494,-1217,-1564,-88
200,6750,593,-922,547,-24,773
201,-2632,-6780,-5023,368,428,1099
202,-2947,-6702,719,-180,1120,1781
203,-6866,778,1336,1780,-998,-73
204,3644,2723,6250,-788,1912,-548
205,-650,4331,1773,323,-1630,396
206,6861,7833,-6417,1247,848,181
207,-1417,-2915,1574,-203,992,-1913
208,38,637,7941,-304,-851,-1845
209,-3061,-1895,-4033,-26,621,-806
210,5569,-6402,-7763,967,-652,726
211,-6716,7252,-3336,190,1582,882
212,-7383,-4058,3556,-1960,-1805,-368
213,2272,1711,-1802,-536,-1093,-1877
214,-3063,-7686,1492,-1594,-577,-628
215,-3565,-1083,1873,476,1451,1510
216,417,-1,-5872,-665,-424,-1323
217,949,-1918,-6816,1289,682,257
218,3768,581,1312,-1983,244,1401
219,2374,-5136,-4916,-1031,-408,444
220,-7816,2907,1605,1108,-778,578
221,-3792,4955,7841,169,1547,1870
222,-1234,2963,4858,-1963,1469,-45
223,2049,160,3326,959,298,-1475
224,359,5883,-4486,359,1378,941
225,736,-3858,-789,-464,-356,-878
226,-298,2195,-4461,489,-225,-1126
227,-2625,-7084,5703,-420,76,407
228,1367,102,4847,1218,-1941,-1119
229,330,6063,4492,538,1191,1377
230,3096,7359,-1091,866,1285,-1990
231,2447,-5924,-7308,-1266,-521,-1816
232,7934,6236,1404,450,1513,1680
233,3482,-1951,-7349,-612,-1891,-1039
234,-4379,5104,-5184,-773,1,1435
235,-6617,6061,1666,-626,1860,-644
236,4688,2847,3340,1898,-857,-413
237,1282,7845,4463,-372,-173,970
238,6116,-2220,-1160,142,573,-439
239,-4989,7612,-4409,1491,1144,1957
240,-6514,3078,-1008,-1037,-727,-165
241,-6782,463,1517,130,-1689,774
242,-5150,3988,3077,-1968,886,309
243,-3022,6105,-1374,-146,1113,-1443
244,2000,7176,5600,1036,-1536,-823
245,-7915,3017,-7697,-1346,-277,-1376
246,-798,-1174,1361,-1332,-590,-1190
247,-2727,2113,-2908,1481,-611,-421
248,7925,1294,2975,-1837,989,-1979
249,4541,-1276,1899,1524,654,-1291
250,3577,3316,-1350,1336,-1049,-1754
251,-7069,-5228,-4646,-548,-1141,705
252,1720,-3698,1073,-859,1674,1056
253,7750,3098,3369,69,-1992,-689
254,-4005,-3512,-5539,38,1035,507
255,-2888,372,7218,391,-616,897
256,5590,823,-7681,4,-583,160
257,7870,-2919,5177,1236,-1333,-1991
258,-3241,-5784,5176,-1249,-1071,246
259,-2690,3919,983,789,259,-267
260,-2382,2267,3776,24,1941,1382
261,-233,-2885,-6302,1766,690,1024
262,1096,5300,4168,567,1323,1883
263,-5326,-977,-3015,-174,-1827,612
264,-3679,-7230,1778,1420,1136,159
265,-7770,-694,466,-564,-56,-338
266,-3193,2323,-2182,-1708,-1950,768
267,1830,2057,-855,248,1009,1357
268,-557,7358,4255,215,-1276,-499
269,-2854,2632,-456,-1267,270,58
270,5957,-5445,5545,1787,-389,1410
271,-3329,377,1508,539,-1383,-570
272,-310,-2457,7532,-1450,-1341,1096
273,-5735,-608,1649,-1196,1631,146
274,7863,-4176,1327,-393,1936,-1619
275,-2265,6569,377,1150,633,1128
276,1567,7646,-5475,20,-1192,1581
277,5147,-3433,1356,-1367,1432,-98
278,2199,-7640,-5723,-288,-741,-1858
279,-2256,6093,5136,-1818,-1111,1987
280,-3434,486,-7984,-1969,-1546,1210
281,5817,-6951,-634,-855,550,-860
282,-982,-4137,-5036,-602,1935,-336
283,2469,-6556,1233,1999,-1519,1672
284,6926,3906,5442,-1747,-165,1889
285,-6255,7335,2993,-1878,787,350
286,2189,-6196,3721,-1248,-523,-1564
287,138,3756,-3496,674,-1038,420
288,7604,2943,1671,98,338,1430
289,-3699,2227,-5082,758,478,1578
290,-834,-423,-1143,-409,903,-671
291,779,6068,-2493,-866,-1422,-336
292,-1749,-5531,-3689,-458,211,-845
293,6558,577,1864,-462,1347,23
