Sample,Ax,Ay,Az,Gx,Gy,Gz
0,-2411,-7204,5977,-625,-1902,-873
1,-7885,-553,-4245,1168,1828,1400
2,3185,4411,-5186,979,1327,759
3,4242,-6063,-7011,-518,1526,354
4,-131,-1083,-7869,-507,772,-279
5,-7083,-4345,-5678,-729,-1160,811
6,-7101,-4221,5206,712,1117,1591
7,5181,5294,1250,-1924,-1087,1506
8,3654,-6179,1741,-1853,-1643,-370
9,-782,801,-7510,-623,-1084,1697
10,-2746,-6918,-4250,1129,-1327,-1957
11,2027,-5357,-5557,1131,969,124
12,4477,-5679,-812,-1155,1640,1852
13,-1487,970,501,1018,-689,26
14,-4324,-5683,-5835,-455,983,-766
15,-4479,7026,-219,139,-1153,1432
16,5891,-2765,-2403,580,-1384,-1475
17,3052,-3513,-6635,652,-1350,-1300
18,-4584,7143,-6582,1663,-585,-482
19,-1735,2385,-7219,12,403,-122
20,5854,-6186,7919,-1479,1563,124
21,5410,-4320,3728,-1542,1835,746
22,211,4288,-3908,989,-1219,-451
23,1317,-1967,-3982,1795,116,-1491
24,6061,-1179,7198,-896,147,246
25,3597,-6923,271,-688,-1135,1157
26,98,-5910,1533,1161,-1859,477
27,2918,-7733,3474,-1597,711,1354
28,-3103,4045,2742,-1013,611,1184
29,7096,167,-7121,-1893,1256,1541
30,3587,3920,1031,498,270,979
31,-2729,-1088,7379,430,-1152,332
32,-2825,-7408,-2829,1292,118,1985
33,2710,-2248,6660,-1931,-1023,1437
34,-3717,2968,4055,-1474,1313,-1808
35,-2178,7484,5008,651,81,-316
36,-2914,-6073,-2160,-1427,-351,-469
37,5992,-70,3540,1287,-388,1222
38,4536,-1699,2652,-1242,1613,1377
39,5977,-6689,4500,-405,20,904
40,-1996,-1428,1392,1718,1851,1280
41,-3007,7736,3690,247,-1243,343
42,5175,2224,-6875,806,-882,-1945
43,-1403,4357,7307,850,1532,1254
44,-3988,3913,323,1469,462,1172
45,-2441,-7076,4079,5,-1905,-162
46,-1204,-7139,-274,3,-1425,-169
47,7350,-1543,-4698,665,198,1493
48,6170,7842,4024,417,64,961
49,538,-3900,-4014,-1887,-304,374
50,3690,-2532,-2400,-385,-301,1517
51,1696,-5683,-94,-1026,653,1516
52,2224,4777,3700,-461,-1663,-359
53,-866,-4816,4159,1826,715,-1757
54,2474,-6806,-7001,834,1390,-1094
55,-7945,-3751,2666,962,-441,-1187
56,2169,-3745,7597,1790,-1289,-1696
57,-5453,-2254,4635,-1207,793,1820
58,-4863,-2814,-3974,1907,913,121
59,6076,5195,-6240,1455,910,1144
60,2792,7472,-1501,302,-714,-132
61,670,406,-6318,1016,-224,-1589
62,1932,-1580,2247,-755,971,-1484
63,-36,-6304,-7496,1027,424,-622
64,-5862,4384,2563,284,332,-1562
65,-683,240,-5020,-542,770,1516
66,-2008,-3325,-2283,-1070,1261,1683
67,-594,4019,6027,5,-348,-1656
68,4563,-4118,-707,1803,-229,959
69,6596,-3314,6387,-162,1696,1301
70,-7699,5163,3665,1092,1832,932
