Sample,Ax,Ay,Az,Gx,Gy,Gz
0,-6183,6699,-4140,173,1669,-1987
1,1791,-453,-6893,1076,-389,-1661
2,-20,-3505,-3196,236,1577,-300
3,4969,-7795,6705,974,1396,-1598
4,-465,-7035,-7405,379,-404,1734
5,-1480,-4768,-2301,1603,-1827,1687
6,-491,-5940,1169,-217,-33,792
7,-1605,-2865,-3095,-1737,-360,1043
8,-6705,1138,2431,290,688,-1048
9,6935,4092,4148,1613,-1262,1004
10,-7685,-5963,4507,-18,-1804,900
11,1473,1847,6574,1602,1319,-1165
12,4781,361,443,-370,-626,810
13,4383,6699,-7075,-1275,1865,1587
14,-4450,-5967,-53,279,1271,-160
15,7108,-2288,-577,1808,-745,-1699
16,-2357,4453,-3031,1603,-1948,-383
17,3504,4084,770,-1755,233,1890
18,-1683,-88,-7798,-428,51,534
19,-4510,839,6700,992,-1476,919
20,-7775,-418,-7893,-1841,1139,1482
21,-3132,-6233,4967,-1391,1056,-1184
22,-2121,-5217,3319,544,1118,41
23,-742,-7949,6120,-1762,364,-1426
24,6132,858,7866,814,-668,1716
25,5340,-5742,3921,387,-1328,-376
26,-3954,-4064,7083,-276,-1268,-965
27,882,447,-2956,401,1661,-1809
28,-2663,3798,-5990,795,-923,1485
29,-6075,5478,-4526,1396,-1243,-1627
30,-7266,-2469,-5931,844,1628,-973
31,-3756,2631,-6262,-458,-705,-1042
32,-7318,2831,-7737,-1988,1910,1643
33,3987,-4490,-5261,338,1188,-138
34,-94,-4506,2939,783,-1883,1473
35,-2319,2079,5154,1020,-758,1351
36,-4216,-7335,-1822,-756,298,-283
37,6861,7668,-7893,792,-274,650
38,3506,-5569,4080,-984,219,505
39,-7858,-5625,7596,583,-1647,-1868
40,-672,5685,-1916,-1841,-652,-1174
41,-1272,-3343,-7483,-83,680,1962
42,5127,5213,-1453,464,217,-1759
43,-1350,1321,5530,513,-1794,255
44,-1032,5868,-244,-3,933,934
45,-1497,-403,-7286,81,1575,-1726
46,1446,19,-4064,-110,107,286
47,3225,1950,-6480,1480,1477,1213
48,3385,5790,3137,-626,-302,-265
49,6999,6242,-1325,-1738,904,1195
50,2965,-3221,-5619,1541,1594,-389
51,3472,-2532,-3477,1788,-740,-1948
52,7871,3430,790,-1394,-1635,-1724
53,-6010,-7829,-5634,832,-1067,344
54,1152,-4893,-1608,-874,-566,1021
55,4286,-3406,2065,-84,-252,-1991
56,-6324,5088,-3028,-89,1990,1557
57,6636,-99,-3581,-1530,1110,1919
58,4065,4958,6760,1218,-104,52
59,2633,2626,4472,-645,1655,-273
60,7032,7861,5169,-1431,1753,-149
61,7680,7121,7803,-358,-1771,-1296
62,-4314,-241,7209,668,-821,350
63,5343,7673,-6539,1524,-331,33
64,-1737,-4140,-1524,966,-1763,1706
65,7364,-568,7621,-356,1773,1324
66,7357,300,-4349,1748,1602,-626
67,3651,1392,4916,1285,-183,-426
68,1648,2439,-6465,-857,-1247,1165
69,7301,3923,-3918,1077,-1335,-25
70,-6635,5111,-405,120,-1313,-1610
71,-4171,2240,-5403,-513,1644,-1782
72,-5346,7187,-2590,-926,280,-616
73,6990,985,6684,489,-1979,1683
74,-6474,-3407,-501,-979,-1949,1760
75,-213,-2352,2282,1766,1116,42
76,4726,-7969,-1649,1476,-865,-237
77,-6139,-3047,-1989,297,1008,-379
78,5614,6832,-3213,-1301,1476,-1381
79,-7465,-5291,-5717,-1354,-1345,-1760
80,7649,5235,-2218,1,-1107,-1059
81,-2054,7783,-4731,-528,-456,-1396
82,503,-982,6595,-521,901,-1860
83,2590,-7062,2845,-932,-1576,309
84,-2713,7219,1182,223,-1695,1802
85,-4426,5687,-7571,-183,-537,-1239
86,-5327,259,6863,888,1240,1427
87,539,6924,4665,1226,569,648
88,-4577,-3280,2117,26,-1023,152
89,-7494,-5035,3081,1919,878,-362
90,7528,2156,5190,-847,-697,-1941
91,-1548,-6340,-4226,657,-1531,-27
92,-1415,2868,6150,-1149,39,1778
93,-3709,-3319,6992,451,626,-622
94,-3973,-501,3939,791,-1983,-91
95,-6588,-4260,6382,-1410,-97,1209
96,1745,-7558,1261,-1110,60,-1731
97,-373,-6169,2668,-701,1370,-210
98,-5079,-5105,-3537,-829,-1522,-1931
