Sample,Ax,Ay,Az,Gx,Gy,Gz
0,2415,-5490,-3140,1560,-1212,1056
1,4599,7649,-7767,-1255,869,-1020
2,2451,5415,1554,-1195,1022,-157
3,-5587,-2135,3828,-1924,-172,-60
4,3415,7181,3135,-1622,1973,-806
5,-1165,5948,-415,1567,-803,103
6,6679,-7198,3136,1503,-1318,1807
7,7962,1505,3498,674,1447,-490
8,7360,1533,48,836,-688,-1114
9,-1084,6406,-6087,-1373,-1721,771
10,-4514,-7153,-5514,-652,-74,-1206
11,6008,-981,3851,248,1133,-558
12,-6671,-6461,5146,785,-29,1206
13,-1411,-2106,-3744,-1337,-659,976
14,-6774,-1898,2002,-1135,-1898,918
15,-224,-1164,5904,-449,1897,245
16,-4724,-3037,-2064,-1842,1901,574
17,566,3226,1643,21,496,-753
18,-5456,6317,3036,1597,1831,1932
19,-1801,-3416,596,-1766,483,110
20,-4395,2699,-2058,1331,118,1863
21,-4713,6449,-2454,658,-1933,874
22,6623,-7800,-182,-1223,-1481,-678
23,-2737,4718,-3332,1928,498,69
24,-5549,5546,-7383,-1073,-463,1298
25,-2301,-6279,-7853,1555,-471,-645
26,2234,4230,2032,1669,29,-766
27,-4781,-2806,-3165,704,1444,816
28,-7061,4273,-684,372,139,-259
29,-1537,3587,7746,-1305,-1209,-1658
30,-1630,-7735,938,-100,801,1185
31,-1713,-3905,7282,-1071,1524,1266
32,2031,-2289,6966,-1911,-1420,1221
33,7583,1378,2693,1879,516,-585
34,6580,6606,-4196,-1015,-93,171
35,-2788,6495,931,-1548,1374,-1243
36,5284,-6103,-3284,1374,1987,-1773
37,-5752,-3506,3296,1045,1983,1824
38,-19,-6852,-547,-660,1668,124
39,675,-6145,3035,-1786,-50,-445
40,3473,-3460,-1323,-740,-92,830
41,-6757,4768,-7019,1670,-841,-1097
42,-6586,7837,1093,-1354,1803,847
43,-7797,-4620,-6180,-1081,1699,1051
44,5435,3913,-3127,95,1996,1571
45,788,-5275,-4664,-174,-870,-1347
46,-5503,-7022,1043,-827,-1425,83
47,-1266,4565,5266,1679,1295,841
48,-3582,-918,5827,-294,704,-839
49,-4844,-400,7428,-1776,502,120
50,-7738,4406,354,554,1660,1130
51,2619,6414,-6981,1217,-1572,-182
52,2745,6228,6489,-750,1421,-637
53,-1489,-5397,-5662,1579,-1365,439
54,7848,-6264,4856,1201,1172,650
55,217,4574,4593,-180,-703,-402
56,-2158,1188,2102,832,-841,-581
57,3606,-7075,4698,-717,-1648,172
58,-1889,1830,-4006,679,-528,777
59,796,-7618,572,-1563,1854,-213
60,192,7995,-1044,-373,-287,-590
61,-1564,-6219,-6408,944,-739,618
62,-2899,-4056,-6145,1211,-79,118
63,6034,-6833,-323,-1843,-1414,-1704
64,4784,7062,-2021,1643,-1589,-1702
65,864,-229,7799,1284,-1373,999
66,-179,2057,-7334,1346,177,1403
67,7175,1969,5563,1689,239,1426
68,7869,4226,5805,-711,-601,464
69,3760,1492,-1656,827,1731,1528
70,581,-4559,5543,981,-1335,1602
71,2903,-894,5484,793,-1323,-1349
72,-22,305,5688,158,-1127,1123
73,3189,-3333,-1613,-142,-947,-1673
74,3740,2968,5334,-1186,-366,1058
75,1462,678,-2296,1395,684,-1506
76,-4437,-4989,3833,1657,-272,587
77,-7313,1580,401,-675,-622,461
78,-3180,3881,-983,1930,140,220
79,5603,7721,219,1931,1233,76
80,-7712,4526,4202,-1659,1331,1474
81,7959,-2543,-7466,-1438,1567,548
82,-6164,-7021,-1949,1253,-1521,514
83,5854,1453,-5150,1669,591,135
84,4989,-66,-2428,1713,-951,162
85,-7093,-5608,7338,27,946,-1471
86,1841,4067,4362,-1518,-643,-1891
87,-5584,7959,1735,1822,-754,148
88,3701,3454,3742,797,1703,257
89,634,542,-4004,735,-328,191
90,2245,-1222,-457,1488,-1345,550
91,726,4719,-3815,785,-1865,347
92,3862,4738,-4694,-256,-905,-343
93,-3725,7562,-467,1306,-1875,98
94,4521,-7590,219,340,1868,-1960
95,3999,-6116,760,1172,-1329,1945
96,2492,6207,-6828,229,877,449
97,-2446,2592,-2231,1808,-1708,-509
98,2673,2630,5370,-1492,-294,428
99,-7951,5580,-5541,1620,-1722,-985
100,5028,1213,4636,-17,-469,-1437
101,-6251,7811,2604,600,-1974,-352
102,-1329,-6169,-164,1051,-893,-157
103,2447,570,2416,1694,-1445,-39
104,2292,-5416,-2295,1254,376,-1238
105,-1093,6240,-3761,1112,290,271
106,3035,4097,3965,1112,110,608
107,-2122,3018,5196,547,-45,-1860
108,-1981,-6116,1344,-1564,1725,332
109,-2983,-1377,-2359,-1800,-1245,765
110,-2935,-419,4550,-800,2,1102
111,-7305,-1953,115,474,1469,-499
112,-685,-4721,-507,-120,51,-366
113,6324,6553,-3577,-43,1993,-1270
114,-5879,177,78,-1900,-1017,-514
115,5369,-3815,-7718,-1923,-1617,-1994
116,-1755,2049,-3124,403,1721,657
117,5361,3293,1188,-80,1625,1571
118,-1450,7473,-712,-1392,-1958,-409
119,-7517,1528,-5496,1737,376,1338
120,4069,-1948,7971,299,-1733,565
121,-3268,-4052,3819,781,-1334,-682
122,-3725,-4247,7951,-1309,112,-1327
123,2321,-3523,1601,-24,1258,1730
124,-150,2573,-803,-28,-22,-1711
125,-3550,-3987,789,382,-935,688
126,-3121,-416,2676,-1693,0,1701
127,-2645,-2260,3559,-1507,673,1334
128,-6905,-109,3861,-1095,-662,905
129,-7168,-7559,2631,-165,1017,1619
130,6195,-3945,-1331,-303,-1246,1502
131,-2357,5960,4716,784,441,-1720
132,-4447,-777,-335,665,1580,-1096
133,-3780,-2256,1570,304,-1990,-1479
134,-6076,5124,-6001,120,1439,1474
135,-606,2437,-3511,-843,-276,1084
136,1678,2224,7971,321,-175,1995
137,6590,-5351,4116,1380,289,-1650
138,-35,2537,-1408,534,-1667,1428
139,-5661,3284,6041,458,1348,297
140,366,-2585,-2411,26,-1323,1412
141,681,-4347,2355,1841,-1362,1757
142,-2115,6857,4653,-924,-70,32
143,259,-7608,186,1517,976,-1574
144,-7547,-2681,-1564,-220,1430,-1914
145,-6688,-7447,-3663,-4,90,-1273
146,-4438,3209,3505,177,492,1012
147,-6405,4592,6766,143,799,-1512
148,942,6369,3263,-159,-816,431
149,-7951,1983,-4522,-37,452,-1063
150,-6532,4568,-183,-1815,1806,-190
151,-5849,3750,3324,-1401,-51,-1887
152,-4507,15,4642,919,1508,1552
153,-255,7361,-6978,812,1651,247
154,-4940,4062,2595,131,80,1882
155,-5499,-3154,1042,235,1848,1532
156,7860,5117,-4987,1099,-1360,-586
157,-3573,-1149,-6137,1571,-274,-1578
158,-4179,6204,4732,-157,1595,1229
159,-6212,6712,-4184,1852,1714,666
160,4879,5461,3989,-1407,-404,-819
161,2135,-6108,6154,-692,1711,634
162,5975,-6119,4946,552,1640,1118
163,3418,-1218,-6015,-589,840,1237
164,5811,-2551,-2909,1152,-748,-1551
165,3937,-182,-7945,-297,-263,-256
166,-4739,1428,2233,1874,-1501,1635
167,-4562,-2781,-1119,1650,1102,-737
168,1069,-1848,4667,288,1969,-896
169,6595,-2558,-1122,51,-1841,1795
170,-2204,-3970,-3670,-1710,-1826,-1087
171,-398,3022,-615,-372,-528,-1092
172,5391,1606,-6881,-605,-1277,828
173,4965,1507,1528,97,1731,1701
174,-7598,-3144,2674,-152,513,737
175,-4967,-6006,-5476,-1129,-422,1686
176,-7449,-5557,5221,1008,1765,-1362
177,-2946,-1007,49,1404,1359,-1401
178,6255,6759,394,1653,584,863
179,1937,5059,2359,587,1364,1454
180,727,-280,-4329,403,712,-322
181,-1724,3458,4741,222,-772,-1265
182,-5833,6337,-4814,-1204,1840,550
183,-3662,4661,-3913,-1293,1510,1962
184,-2971,-145,-191,-51,-712,-1593
185,-2293,-3814,2540,-244,-1765,806
186,-1237,2697,884,-558,5,-1997
187,3528,7296,-620,-1014,1618,549
188,-5021,6067,-4177,-1654,832,457
189,-848,-6860,4860,-1767,53,342
190,7058,5429,-676,1869,1937,-1104
191,-3392,-6428,-4778,1728,-567,-1835
192,-5567,-5957,-1724,786,-1527,437
193,3130,1750,6071,1124,403,1475
194,6769,-5497,4119,1169,108,-356
195,4036,-4409,-3429,-1769,-707,1488
196,-5292,1848,-5349,-804,1353,877
197,-2280,-2352,2126,1610,-1778,695
198,-6158,5114,-7829,-1745,821,1584
