Sample,Ax,Ay,Az,Gx,Gy,Gz
0,6608,6888,-1016,33,-1050,-1258
1,-4424,3310,1763,1655,931,-1151
2,-6794,2189,5160,1599,-1728,1838
3,-5941,-1244,6542,-71,180,-177
4,7101,-5592,774,643,-283,1531
5,3980,1585,-5799,-330,-1505,-1131
6,483,2035,2208,-1145,761,219
7,7750,730,7691,647,-1272,643
8,2089,-5540,-2963,1095,1577,687
9,-1962,-1691,6427,1735,-723,861
10,-4705,731,-3436,550,-1151,-1451
11,-4785,2395,-3671,-972,-553,614
12,-1091,1999,5793,-973,320,-1413
13,2500,4776,-4856,-1169,740,268
14,-3244,4771,4425,328,614,219
15,1603,879,1551,-1489,1342,-826
16,-2312,5127,-6340,-1343,1916,474
17,-1537,-6545,-772,335,-968,1949
18,-240,-6615,-2076,-1857,-1513,-986
19,6418,5301,6703,-724,-1329,1938
20,1612,-702,-3686,663,1768,856
21,-3502,1166,5931,412,-1891,1445
22,3616,5853,3856,1095,-330,-689
23,1575,3664,241,-334,1425,-2
24,3278,7093,-3436,98,1072,751
25,-6193,-1995,-6551,1869,1602,1054
26,6145,-4945,-1899,971,1631,-1433
27,1313,-7579,-3155,-1940,-1115,-1647
28,-317,7616,-805,1767,1264,438
29,1093,3683,3139,-1287,288,-728
30,-6457,4222,-4801,689,1142,1231
31,-5182,-7675,-1592,-1252,-1337,760
32,-5617,5602,494,1900,-1532,1034
33,2660,5615,3088,993,1868,365
34,7607,3737,2764,-1142,1647,17
35,7424,-5304,7839,-727,-1265,351
36,-7600,1800,2046,565,1685,1645
37,-5215,5340,5953,875,1249,1693
38,7743,-6002,1261,1315,-35,499
39,22,7970,-1537,-1761,607,-1669
40,447,-4449,-6494,813,-544,-88
41,-5515,6317,-4083,-1464,1908,-769
42,-3801,-5952,2021,866,-942,-893
43,-7091,3239,4956,-291,1527,-1970
44,-4691,1031,1206,-1135,226,-1852
45,-897,3356,-2842,-1375,-1940,-1698
46,-2283,-7541,6356,1190,-501,-954
47,-6851,5462,5746,-54,685,-737
48,6937,5324,-5088,1169,-1661,859
49,4736,3886,4469,-653,383,1560
50,6980,-2620,-2289,-854,-1722,890
51,-2774,-3719,3648,1378,786,-1940
52,7449,5508,2768,-582,1360,-43
53,-6766,6418,2894,-1739,-1050,777
54,6779,2543,6495,-2000,1317,-933
55,-3994,616,4951,692,-764,1820
56,1789,-5334,5728,-1267,-1990,-485
57,-2577,2887,4081,-497,-1500,1678
58,2313,-6875,-3012,-482,-1808,1326
59,-1450,2797,-4867,-1370,-1900,-1340
60,-1948,-1313,7716,-1046,720,985
61,7942,7310,2436,668,1553,714
62,514,4418,-4447,315,-156,363
63,5594,5142,-3362,1930,-721,-1202
64,1919,4284,-7843,-774,892,675
65,-6591,5861,5896,314,-1852,-60
66,1727,-234,-1302,571,299,145
67,-2304,1607,-7873,658,-1361,120
68,-820,4124,2370,-336,-585,-1900
69,5839,-3880,7918,-1658,1393,-705
70,6032,-7321,-4039,-127,949,-899
71,-4246,5414,7079,-386,-1567,746
72,237,3700,-7902,113,-1604,-159
73,5984,1307,-3517,1732,-1626,-874
74,5506,3509,777,-247,1212,-1290
75,7267,-3761,3557,1119,-57,1569
76,-53,7876,7989,1920,1135,6
77,-6975,-1832,6805,-217,1492,1563
78,2571,5477,7813,-1618,-1160,-114
79,-5794,-1846,-5427,-1304,1283,1078
80,-7997,-5211,-1938,-424,976,-379
81,-615,1233,3480,-910,-87,324
82,-3090,7358,7869,316,-628,-1186
83,4916,1165,-7192,-1047,39,1344
84,-1736,3872,4100,1430,741,381
85,-2284,1270,4651,-899,-1780,1443
86,-6653,-4878,3590,-1300,-1408,-1133
87,-1226,-3727,5800,-456,1158,-234
88,-3685,4720,5688,-479,1316,-790
89,889,5123,-2128,-1160,272,-126
90,-6088,-4589,719,705,102,804
91,2875,2891,-111,-365,1446,-838
92,2300,-2229,-4244,1396,915,-992
93,4302,1773,3250,1662,-1745,-1616
94,2980,6736,3430,-53,-1124,-1025
95,-2256,-3806,7109,1898,735,-1474
96,-74,1861,-6452,-986,1345,942
97,-1521,-1014,-5214,437,-900,1010
98,150,6625,1128,-1792,336,861
99,-5380,-3749,3524,1519,1358,1705
100,7946,6699,4555,-1008,-1150,-577
101,3845,4981,-6854,135,1833,-1509
102,-454,-7093,-7773,709,-296,-1426
103,-6633,6370,1636,-1101,-532,295
104,5381,4030,-7552,-969,-1019,-1817
