Sample,Ax,Ay,Az,Gx,Gy,Gz
0,4217,-646,-3738,539,-25,890
1,2367,-2348,-4353,-1037,939,1917
2,3030,-3869,7614,-1628,-749,978
3,-4842,-6924,2212,1244,-691,-196
4,-2370,-3887,-2495,896,-261,-1466
5,-446,2665,-3838,1798,-975,866
6,7361,1461,-306,-1337,-454,-1311
7,1547,-877,743,-1338,1845,-187
8,2194,-2351,2480,-1136,-554,-1350
9,4025,-860,-1188,379,52,-1408
10,-3586,1613,3475,1271,-953,1009
11,-2917,-4396,-3322,873,1839,-1768
12,4361,-2495,-265,-7,1276,-1485
13,7555,-6931,-5604,1850,1362,-183
14,2630,-4859,-2628,-1644,1860,1072
15,2882,6219,7052,1244,-1797,-578
16,28,4088,7087,377,5,-284
17,-1579,-7919,-1648,245,-828,88
18,4606,295,-3189,-559,1155,-1194
19,7616,-548,3347,-1898,1642,-1871
20,3585,679,-7914,1475,-1073,-485
21,341,-7665,1002,1454,-1424,-1526
22,5127,3293,3918,327,1426,1166
23,4947,-165,5049,-561,-1296,-241
24,-3488,7049,-6897,-1237,-1643,1971
25,3430,1079,-848,-1900,-1203,1361
26,2972,-6745,-6044,1802,-1973,1791
27,5852,6982,2015,-625,-1810,1396
28,-7255,89,4735,-1090,1186,-83
29,-7233,490,5403,1004,1560,-133
30,-4849,-180,5902,1287,-207,459
31,-651,-3513,-4563,957,1173,-1270
32,-267,3145,-2927,-132,1426,1646
33,2788,-5064,-7972,1697,852,-1489
34,-5170,-3987,-3968,-1621,-493,1621
35,-4974,-3539,-7623,968,-1878,-1999
36,2998,-1681,537,1148,-902,-1494
37,7286,-3560,257,-265,276,717
38,-464,-2992,3701,-654,599,-57
39,-5946,-3529,-5829,1169,350,-919
40,-4694,714,7299,389,-505,1980
41,-2566,-234,2793,-1860,1725,-74
42,-3288,6409,-2950,376,1776,1986
43,424,-2227,7178,1994,141,-469
44,2136,-2360,-2361,-520,-983,145
45,4618,3876,-7049,465,-270,1638
46,2111,-3020,-1457,-1323,-1171,1139
47,946,-5422,6551,-1352,-962,606
48,1200,-4888,5135,1234,1252,120
49,3687,-3830,6302,1767,-1348,1283
50,-1954,5398,7793,433,991,1263
51,7959,-6316,7345,1511,1722,1811
52,5695,-3032,-2478,313,-906,211
53,1119,3576,-5731,1009,1539,-1830
54,-4289,-3148,-7406,1150,546,1120
55,-5392,-1209,-5504,-360,1445,600
56,-1025,6252,-2382,-1495,1949,-1335
57,6440,-4249,4784,580,1098,1488
58,-2605,5561,-4053,-1464,-338,-1516
59,-997,5429,-6126,-591,373,218
60,-350,4434,7011,-369,-648,-527
61,-1894,-5548,677,-539,-764,-1493
62,-858,225,6515,-1824,-279,1810
63,1076,1890,6400,-1447,1337,852
64,-2097,-5960,6610,-1842,1240,-1150
65,-5692,-448,1801,-278,-1451,485
66,-2179,3031,7805,1091,-1966,165
67,5643,-500,-5447,-885,1218,-182
68,-6775,1513,4226,-222,11,1360
69,-5648,288,-4057,516,-388,-941
70,7741,931,-4159,1184,1603,-1318
71,2566,3775,7145,-1533,-1826,1857
72,-188,2570,1318,-1413,-396,154
73,-3135,4625,-694,-405,1417,1966
74,-1479,7315,-4867,-1168,305,1635
75,-2772,7252,-4734,1664,-1317,-1643
76,4550,-512,-4906,1613,737,744
77,7293,-2679,-2287,-478,752,-1954
78,-3855,-1403,-4356,745,249,-1429
79,3605,7581,7736,1159,1098,-1097
80,38,3308,-6452,-238,1029,1103
81,527,674,5174,1773,35,1587
82,-7627,-2189,-6357,1855,-1057,1424
83,617,6629,6260,488,-1847,1234
84,-327,6495,-4891,1643,-327,-1866
85,-3631,-2241,-3632,-310,-1256,960
86,1175,3819,4309,-1896,816,-674
87,1410,5929,7254,1264,1010,802
88,4936,-1174,-6215,-666,199,-819
89,3637,232,-6127,-1536,-811,-1928
90,-363,3684,-4667,1659,1546,-66
91,-2673,-3420,307,730,1281,-44
92,-4237,4981,-1743,-137,-275,-1025
93,-5586,-1372,3032,899,-1920,-144
94,775,-626,757,1100,-85,483
95,-7309,4483,5021,830,-1838,-1971
96,7856,-2730,1864,322,-311,-1909
97,-683,-7377,7484,-376,-1717,-1024
98,-5468,3365,5158,62,1803,121
99,1280,-7424,-1503,-52,-1706,-1880
100,5723,-465,2750,356,1091,-1803
101,3675,-40,5919,-1216,-1283,223
102,2717,-5668,-7989,-954,818,382
103,-2792,-3095,4610,999,-1222,92
104,6440,6089,-2828,1876,1361,-1729
105,-3059,7507,-5384,-1449,975,-565
106,-5069,-2846,7742,-74,291,592
107,-5749,3631,7871,1300,-437,1915
108,-2458,-2684,4056,-826,1748,-1891
109,1178,-1167,-7498,635,-1563,535
110,2091,5358,1686,-808,-838,-45
111,6521,-1279,7926,84,1677,239
112,-1136,-5791,6635,20,-1852,1565
113,1224,7401,2170,722,1986,1293
114,4562,1864,325,776,-1969,1996
115,3978,2395,-4062,-863,-967,-686
116,-7883,-7773,282,-1743,1839,1027
117,-5755,5034,3495,-974,-1816,-122
118,-3687,608,-3405,420,1468,-1859
119,4202,5983,-5210,-1126,1887,1286
120,1004,-2653,-4127,475,-886,731
121,-6860,-4447,5965,-1029,-711,-398
122,-7318,5693,-841,-549,-768,-1645
123,3018,6498,-4354,1846,-868,1489
124,-4004,3056,3261,-1400,-1699,-217
125,-3704,-3834,5651,181,1536,-1130
126,-4404,-7390,-3857,145,1587,-767
127,-2138,-174,6353,-1513,-702,519
128,-6897,78,7203,-873,-369,1444
129,-5103,-6093,-6843,1980,1552,991
130,-3602,1172,-370,-525,-820,1780
131,1320,6362,-5352,73,-1282,-668
132,-3880,-4511,-757,-35,-340,1500
133,-5323,-3493,-2615,-1710,1569,767
134,-4465,-6979,-5295,997,-1639,1005
135,-3549,-6980,4399,1191,870,-40
136,6516,503,5397,1027,804,229
137,2580,-3476,5183,-866,-1186,1035
138,-3549,155,-5547,-1842,1993,1165
139,-2479,-1037,-5011,-1412,496,382
140,-3138,7202,6272,1451,-970,857
141,-6956,-6021,-898,-1371,99,895
142,296,-2706,-4865,1835,1030,1031
143,3238,143,-1823,-123,578,272
144,531,-5418,7192,-1596,-336,1833
145,-4471,-1133,6179,-1785,1377,643
146,-5812,7533,-1360,-904,1914,-1455
147,3075,-1223,5360,287,1293,-905
148,7269,-5234,-1593,1427,-500,-1636
149,-2571,2200,3891,583,-1386,772
150,4909,4815,3300,-1979,-1077,1436
151,2496,-3017,-4956,-71,-539,-559
152,-6646,-1135,1423,1316,995,-1894
153,-4236,-3632,6261,-1343,-775,1053
154,-5509,4877,-6201,-1167,-1844,1321
155,2371,-4385,-7344,19,258,1730
156,1027,5906,-3530,520,-939,-320
157,7394,-701,4028,-1274,-1666,-201
158,2069,-1279,4776,-235,1533,-515
159,-3754,-6751,6813,-1590,-401,-185
160,-756,-5276,787,-1214,580,985
161,-1924,-2550,-3067,565,-1199,-1128
162,1395,7888,-308,925,-1201,374
