Sample,Ax,Ay,Az,Gx,Gy,Gz
0,-3052,1114,-5818,1074,-1217,1501
1,600,-921,6079,-1763,-672,1528
2,-6976,5734,2024,-993,-881,634
3,-3221,6264,7802,-1847,191,-1455
4,-4761,-4497,5700,658,884,-1407
5,-4910,2084,-372,-1029,731,-88
6,7260,5429,6055,1338,1102,-1682
7,-3678,-3021,319,1707,1466,-501
8,3745,5963,6997,1667,771,-841
9,5669,-3947,-6959,421,-853,-1854
10,2256,2711,-7537,-655,1267,719
11,4246,-1764,5372,111,-1229,629
12,-3884,3116,3424,180,684,-756
13,-7810,7864,4567,-990,-182,-1496
14,-5298,-3989,-3536,628,-204,-662
15,6511,-5880,178,1077,846,-625
16,2935,-201,-715,-1493,1850,454
17,4347,4926,4400,-1539,-923,1209
18,7095,6657,-6524,1024,1967,-556
19,5935,-4770,4408,1385,-111,832
20,-366,3098,1888,375,1424,1784
21,-7653,-6609,-7283,172,-596,-300
22,-3992,-2110,6673,-587,-1394,780
23,-4382,7482,4890,-301,-1730,-1940
24,-7493,-237,6985,1825,452,1633
25,7173,7314,-6234,713,-603,-1761
26,218,-6353,6698,1964,1046,148
27,-3368,2320,-6052,-708,599,562
28,973,1066,-7987,1893,-249,-1590
29,6808,-2911,-951,1247,-1723,320
30,2246,4523,-1111,767,-1924,-1909
31,-3617,-7098,-6880,-1359,-36,827
32,5873,3332,-5521,372,1615,-468
33,-2417,-4396,3937,-1032,249,333
34,6145,-3045,3816,-1823,-1958,-1068
35,6477,2268,-6830,-1158,1067,64
36,3651,741,5241,1423,425,-1386
37,7573,16,-43,1045,-690,-385
38,-4905,-7867,-515,-656,568,430
39,-1844,5992,-15,-571,501,-1129
40,7649,1750,-6316,-1203,1913,-1142
41,1682,-4526,-1548,1850,1870,1355
42,-5111,-113,2229,-1152,1494,-864
43,4894,6387,-4846,-491,1246,264
44,-2028,-4130,6446,-97,1983,1514
45,-2596,4442,1885,-1810,51,-1258
46,7044,-2619,5738,192,526,-1568
